Departamento,Provincia,Municipio,Ciudad / Comunidad,Total Asistencia Escolar,"Si, auna pública","Si, a una privada","Si, a una de convenio",No asiste,Sin especificar,Total Idioma Aprendido,Castellano,Quechua,Aymara,Guaraní,Otros Idiomas Oficiales,Otros Idiomas,Idioma extranjero,Sin especificar,No habla
La Paz,Sud Yungas,Palos Blancos,LAS PEÑAS,12,12,0,0,0,0,43,23,2,15,0,0,0,0,1,2
La Paz,Sud Yungas,Palos Blancos,MARIA BARZOLA,9,7,1,0,1,0,48,38,1,9,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,MEJILLONES,27,14,0,6,6,1,96,49,15,21,0,2,0,0,4,5
La Paz,Sud Yungas,Palos Blancos,NUEVA CALIFORNIA,15,11,0,0,3,1,48,39,1,6,0,0,0,0,1,1
La Paz,Sud Yungas,Palos Blancos,SAN ANDRES,6,2,1,0,3,0,14,9,0,4,0,0,0,0,1,0
La Paz,Sud Yungas,Palos Blancos,PORVENIR,13,11,0,0,2,0,43,23,0,6,0,0,0,0,12,2
La Paz,Sud Yungas,Palos Blancos,REMOLINOS,58,48,0,1,9,0,188,141,7,31,0,0,0,0,0,9
La Paz,Sud Yungas,Palos Blancos,SANTA FE,18,18,0,0,0,0,49,21,16,11,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,SIGLO XX,21,18,0,0,3,0,63,32,13,14,0,0,0,0,1,3
La Paz,Sud Yungas,Palos Blancos,TRIUNFO,29,26,0,2,1,0,65,38,4,21,0,0,0,0,0,2
La Paz,Sud Yungas,Palos Blancos,TUPIZA,18,16,0,0,2,0,71,26,20,21,1,0,0,0,0,3
La Paz,Sud Yungas,Palos Blancos,NUEVA ASCENCION,11,10,1,0,0,0,65,41,5,16,0,0,0,0,0,3
La Paz,Sud Yungas,Palos Blancos,NUEVA BELEN,20,18,0,0,1,1,52,41,1,7,0,0,0,0,0,3
La Paz,Sud Yungas,Palos Blancos,NUEVA JERUSALEN,13,3,0,0,10,0,57,14,1,8,0,27,0,0,0,7
La Paz,Sud Yungas,Palos Blancos,VILLAZON,42,36,0,1,4,1,131,82,13,34,0,0,0,0,1,1
La Paz,Sud Yungas,Palos Blancos,COCOCHI,85,71,1,2,10,1,178,128,15,22,0,4,0,0,3,6
La Paz,Sud Yungas,Palos Blancos,SIMAY,49,13,0,32,4,0,148,116,2,6,0,13,0,0,5,6
La Paz,Sud Yungas,Palos Blancos,SAN JOSE,199,161,1,13,23,1,496,253,3,18,0,166,0,0,16,40
La Paz,Sud Yungas,Palos Blancos,SAN JOSE B,12,1,0,7,4,0,31,24,0,6,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,NARIZ DE CANOA,7,7,0,0,0,0,33,19,2,12,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,VILLA CARMEN,25,22,0,0,3,0,47,27,5,13,0,0,0,0,0,2
La Paz,Sud Yungas,Palos Blancos,ILLAMPU,24,21,0,0,3,0,73,38,20,9,0,0,0,0,0,6
La Paz,Sud Yungas,Palos Blancos,COVENDO,209,61,4,125,16,3,591,333,11,16,0,185,0,2,15,29
La Paz,Sud Yungas,Palos Blancos,INICUA,308,230,3,5,69,1,860,618,43,102,0,44,0,0,4,49
La Paz,Sud Yungas,Palos Blancos,AGROECOLOGICO PALOS BLANCOS,15,11,0,0,4,0,45,29,3,6,0,3,0,0,1,3
La Paz,Sud Yungas,Palos Blancos,PALOS BLANCOS,1792,1430,99,25,221,17,5478,4218,231,653,3,37,0,6,97,233
La Paz,Sud Yungas,Palos Blancos,POPOY,263,21,1,223,15,3,558,368,23,41,0,2,0,0,101,23
La Paz,Sud Yungas,Palos Blancos,SANTA ROSA,2,2,0,0,0,0,16,11,0,4,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,SANTA ANA DE MOSETENES,251,194,4,6,47,0,779,576,16,33,0,102,0,0,5,47
La Paz,Sud Yungas,Palos Blancos,SAPECHO,312,278,13,1,18,2,886,659,69,110,1,2,0,2,8,35
La Paz,Sud Yungas,Palos Blancos,BUENA VISTA,20,17,0,0,3,0,92,48,11,31,0,0,0,0,0,2
La Paz,Sud Yungas,Palos Blancos,APICHANA,5,1,0,0,4,0,11,11,0,0,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,MOCHANE,18,8,0,2,8,0,69,52,0,1,0,11,0,0,0,5
La Paz,Sud Yungas,Palos Blancos,16 DE JULIO,22,20,0,1,1,0,46,36,2,6,0,0,0,0,0,2
La Paz,Sud Yungas,Palos Blancos,LOS OLIVOS,31,25,1,2,3,0,93,61,1,14,0,1,0,0,12,4
La Paz,Sud Yungas,Palos Blancos,BRECHA H,53,16,3,26,8,0,196,136,6,32,0,3,0,0,7,12
La Paz,Sud Yungas,Palos Blancos,COPACABANA,17,2,0,13,2,0,56,31,12,10,0,0,0,0,0,3
La Paz,Sud Yungas,Palos Blancos,SAN PABLO,27,21,0,0,6,0,104,79,11,10,0,0,0,0,0,4
La Paz,Sud Yungas,Palos Blancos,SAN PEDRO DE COGOTAY,46,18,0,20,8,0,163,119,0,11,0,26,0,0,0,7
La Paz,Sud Yungas,Palos Blancos,SIMAYUNI,13,8,0,1,4,0,56,28,2,13,0,2,0,0,10,1
La Paz,Sud Yungas,Palos Blancos,SAN PEDRO,14,13,0,0,1,0,62,36,16,7,0,0,0,0,0,3
La Paz,Sud Yungas,Palos Blancos,TUCUPI,156,136,3,0,17,0,444,317,25,75,0,5,0,0,2,20
La Paz,Sud Yungas,Palos Blancos,24 DE SEPTIEMBRE,2,1,0,0,1,0,6,4,0,0,1,1,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,SEGUNDA 24 DE SEPTIEMBRE,35,26,0,0,9,0,102,55,3,36,0,8,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,VILLA CONCEPCION,190,158,4,1,27,0,542,256,27,18,0,184,0,0,17,40
La Paz,Sud Yungas,Palos Blancos,COLORADO,57,45,0,9,2,1,194,114,30,35,0,7,0,0,0,8
La Paz,Sud Yungas,Palos Blancos,14 DE SEPTIEMBRE,14,2,0,4,7,1,47,14,22,6,0,0,0,0,1,4
La Paz,Sud Yungas,Palos Blancos,VILLA 24 DE SEPTIEMBRE,27,23,0,1,3,0,70,60,0,6,0,0,0,1,2,1
La Paz,Sud Yungas,Palos Blancos,PUERTO CARMEN,116,10,2,87,17,0,373,187,131,25,0,0,0,0,1,29
La Paz,Sud Yungas,Palos Blancos,VILLA COPACABANA,26,24,0,0,2,0,68,40,16,9,0,0,0,0,1,2
La Paz,Sud Yungas,Palos Blancos,VILLA CASCADA,171,146,3,3,18,1,449,293,89,49,0,0,0,0,4,14
La Paz,Sud Yungas,Palos Blancos,ANTOFAGASTA,21,4,0,14,3,0,66,43,13,7,0,0,0,0,1,2
La Paz,Sud Yungas,Palos Blancos,HUAYNA POTOSI,8,4,0,0,4,0,41,15,3,20,0,0,0,0,0,3
La Paz,Sud Yungas,Palos Blancos,PARAISO,23,14,1,2,6,0,62,48,3,8,0,0,0,0,0,3
La Paz,Sud Yungas,Palos Blancos,EL CARMEN,11,10,0,0,1,0,45,36,0,7,0,0,0,0,1,1
La Paz,Sud Yungas,Palos Blancos,JUNTA DE VECINOS EL SILLAR,20,5,0,12,3,0,54,33,6,10,0,0,0,0,2,3
La Paz,Sud Yungas,Palos Blancos,SAN MIGUEL DE HUACHI,175,144,4,7,18,2,505,358,43,62,0,3,0,0,1,38
La Paz,Sud Yungas,Palos Blancos,NUEVA ESPERANZA,33,13,0,11,6,3,133,57,30,37,0,3,0,0,3,3
La Paz,Sud Yungas,Palos Blancos,VILLA COROICO,33,27,0,0,6,0,104,58,6,36,0,0,0,0,1,3
La Paz,Sud Yungas,Palos Blancos,AGRO GANADERA SAN ROBERTO,11,8,0,1,2,0,37,29,1,6,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,AGROECOLOGICO LOS ANGELES,4,4,0,0,0,0,20,14,0,3,0,2,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,AGROPECUARIA LA COLMENA,5,1,2,0,2,0,25,17,0,6,0,0,0,0,0,2
La Paz,Sud Yungas,Palos Blancos,AGROPECUARIA TUNARI,33,23,0,0,10,0,113,79,8,17,0,2,0,0,0,7
La Paz,Sud Yungas,Palos Blancos,AROMA I,38,21,1,11,5,0,89,59,4,21,0,0,0,1,2,2
La Paz,Sud Yungas,Palos Blancos,BELEN,3,2,0,0,1,0,42,15,2,21,0,0,0,0,2,2
La Paz,Sud Yungas,Palos Blancos,CHAYANTA II,17,13,0,0,4,0,53,30,8,14,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,CHARCAS I,22,19,0,0,3,0,48,32,2,14,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,CHARCAS III,30,18,0,1,11,0,93,49,8,30,0,0,0,0,0,6
La Paz,Sud Yungas,Palos Blancos,CRUCERO,10,8,1,0,1,0,30,5,0,21,0,0,0,0,3,1
La Paz,Sud Yungas,Palos Blancos,FLOR DE MAYO,17,11,2,1,3,0,56,37,1,16,0,0,0,0,1,1
La Paz,Sud Yungas,Palos Blancos,FRANZ TAMAYO,4,2,0,1,1,0,7,3,0,3,0,0,0,0,1,0
La Paz,Sud Yungas,Palos Blancos,GRAN PODER,16,15,0,0,1,0,56,32,13,5,0,0,0,0,2,4
La Paz,Sud Yungas,Palos Blancos,HERMANOS PUCHO,4,3,0,0,1,0,14,9,0,3,0,0,0,0,1,1
La Paz,Sud Yungas,Palos Blancos,LA RINCONADA,3,2,0,0,0,1,14,5,0,8,0,0,0,0,1,0
La Paz,Sud Yungas,Palos Blancos,LUCERO,13,11,0,0,2,0,39,23,3,8,0,1,0,0,0,4
La Paz,Sud Yungas,Palos Blancos,NUEVOS HORIZONTES 2,21,19,0,0,1,1,82,36,4,41,0,0,0,0,1,0
La Paz,Sud Yungas,Palos Blancos,OLIVOS 2,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,PAUCA,20,17,0,0,3,0,57,33,6,16,0,0,0,0,1,1
La Paz,Sud Yungas,Palos Blancos,PLANTA LIMON,4,4,0,0,0,0,17,11,1,5,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,SAN FRANCISCO,4,2,0,0,2,0,16,12,1,2,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,SAN JOSE DE COLLANA,35,28,2,0,5,0,66,35,3,18,0,0,0,0,8,2
La Paz,Sud Yungas,Palos Blancos,SAYARI,6,3,1,0,2,0,11,8,0,3,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,UNA MIRADA DE FE,10,4,0,3,3,0,29,11,0,17,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,UNION VENCEDOR,27,22,1,0,4,0,86,54,6,14,0,5,0,0,0,7
La Paz,Sud Yungas,Palos Blancos,VALLE HERMOSO,5,5,0,0,0,0,23,16,0,4,0,0,0,0,0,3
La Paz,Sud Yungas,Palos Blancos,VILLA FLOR,7,6,0,0,1,0,13,2,0,10,0,1,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,DOS HERMANOS,18,9,1,0,4,4,44,34,3,4,0,2,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,SAN LUIS,59,27,0,2,30,0,203,81,10,42,0,58,0,0,1,11
La Paz,Sud Yungas,Palos Blancos,SIEMPRE UNIDOS,13,10,0,0,3,0,81,50,17,14,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,NUEVA ISRAEL,4,1,0,0,3,0,22,10,2,10,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,RESERVA LUZ PORVENIR,19,10,1,6,2,0,70,37,3,26,0,0,0,0,0,4
La Paz,Sud Yungas,Palos Blancos,AGROPECUARIA NUEVO AMANECER,13,4,1,0,8,0,58,27,1,21,0,0,0,0,0,9
La Paz,Sud Yungas,Palos Blancos,NUEVOS HORIZONTES,61,54,1,1,5,0,168,110,4,40,0,0,0,0,1,13
La Paz,Sud Yungas,Palos Blancos,EL PORVENIR,15,14,0,0,1,0,51,24,24,0,0,0,0,0,0,3
La Paz,Sud Yungas,Palos Blancos,VILLA EL TRIUNFO,13,10,0,0,2,1,58,35,4,17,0,0,0,0,1,1
La Paz,Sud Yungas,Palos Blancos,PATUJU,37,33,0,0,4,0,97,9,75,1,0,0,0,0,2,10
La Paz,Sud Yungas,Palos Blancos,SINAI,6,6,0,0,0,0,20,18,0,1,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,ALTO COCOCHI,27,26,1,0,0,0,62,44,7,6,0,0,0,1,0,4
La Paz,Sud Yungas,Palos Blancos,AGUA CLARA,44,35,2,1,6,0,143,88,9,36,0,1,0,0,1,8
La Paz,Sud Yungas,Palos Blancos,COMPENSACION NARANJANI,6,4,1,0,1,0,30,17,1,11,0,0,0,0,1,0
La Paz,Sud Yungas,Palos Blancos,VILLA MERCEDES,9,8,0,0,1,0,32,19,0,13,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,BRECHA C,25,21,1,0,3,0,80,62,1,16,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,BRECHA D,11,9,0,1,1,0,35,30,1,3,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,NARANJANI,24,18,0,5,1,0,75,53,1,20,0,0,0,0,1,0
La Paz,Sud Yungas,Palos Blancos,BRECHA,2,2,0,0,0,0,6,4,0,2,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,AGROPECUARIA TRONCAL SAPECHO,25,24,0,0,1,0,98,78,7,10,0,0,0,0,0,3
La Paz,Sud Yungas,Palos Blancos,EL TAURO,0,0,0,0,0,0,23,12,7,2,0,0,0,0,0,2
La Paz,Sud Yungas,Palos Blancos,CENTRO AVAROA,22,2,0,20,0,0,62,28,27,6,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,LAS DELICIAS,26,21,0,0,5,0,92,66,1,14,0,0,0,0,1,10
La Paz,Sud Yungas,Palos Blancos,SAN JUAN BAUTISTA,37,27,0,2,7,1,87,68,1,16,0,0,0,0,1,1
La Paz,Sud Yungas,Palos Blancos,VILLA CRUZ,4,4,0,0,0,0,16,10,0,6,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,UNION CASCADA,10,8,0,0,2,0,22,11,2,8,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,MONTE OLIVOS,4,0,0,3,1,0,18,15,1,2,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,CHAJLAYA,9,8,0,0,1,0,30,9,11,10,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,MOTOTOY,48,38,1,1,8,0,110,67,20,12,0,0,0,0,1,10
La Paz,Sud Yungas,Palos Blancos,BRECHA G,7,5,0,0,2,0,30,15,0,14,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,BRECHA F,45,32,2,3,8,0,186,115,6,51,0,0,0,0,4,10
La Paz,Sud Yungas,Palos Blancos,LA ESPERANZA,17,15,0,0,2,0,70,45,5,15,0,0,0,0,2,3
La Paz,Sud Yungas,Palos Blancos,ALTO PUERTO CARMEN,16,10,0,2,4,0,53,24,23,1,0,0,0,0,0,5
La Paz,Sud Yungas,Palos Blancos,VILLA ESPERANZA,10,9,0,0,1,0,69,46,5,16,0,0,0,0,0,2
La Paz,Sud Yungas,Palos Blancos,PULUCANI,28,23,1,0,4,0,82,54,6,16,0,0,0,0,4,2
La Paz,Sud Yungas,Palos Blancos,SAN MARTIN DE AGUA RICA,25,22,0,0,3,0,86,47,12,22,0,0,0,0,1,4
La Paz,Sud Yungas,Palos Blancos,AGUA DULCE,109,91,2,1,14,1,274,149,84,23,0,0,0,0,6,12
La Paz,Sud Yungas,Palos Blancos,LIBERTAD,26,24,0,0,2,0,70,31,17,5,0,1,0,0,5,11
La Paz,Sud Yungas,Palos Blancos,LOS ANDES,39,34,0,0,5,0,107,71,5,27,0,1,0,0,1,2
La Paz,Sud Yungas,Palos Blancos,PRIMERO DE MAYO,13,11,2,0,0,0,42,31,2,9,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,AGRO ECOLOGIA YOMAMAL,4,2,0,0,2,0,26,21,0,4,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,BALSA PAMPA,5,3,0,0,2,0,22,6,1,11,0,0,0,0,4,0
La Paz,Sud Yungas,Palos Blancos,AGRO GANADERA FORESTAL JATATA,11,11,0,0,0,0,64,51,3,6,0,0,0,1,0,3
La Paz,Sud Yungas,Palos Blancos,UNION IPIRI,27,18,0,3,6,0,128,83,12,32,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,TACUARAL,12,7,0,4,1,0,47,24,8,9,0,0,0,0,3,3
La Paz,Sud Yungas,Palos Blancos,25 DE JULIO,2,0,0,2,0,0,19,10,4,1,0,1,1,0,1,1
La Paz,Sud Yungas,Palos Blancos,EL CHAPACO,19,13,0,3,3,0,60,47,2,4,0,0,0,0,4,3
La Paz,Sud Yungas,Palos Blancos,MARIMONOS,1,1,0,0,0,0,8,3,1,4,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,BRECHA E,10,8,1,0,1,0,55,27,4,21,0,0,0,0,1,2
La Paz,Sud Yungas,Palos Blancos,BRECHA B AGUA RICA,46,38,5,0,3,0,148,105,16,26,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,ENCUENTRO TROPICAL,10,8,0,0,2,0,28,3,17,8,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,VILLA MONTES,26,23,0,0,3,0,82,43,28,10,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,15 DE NOVIEMBRE,7,6,0,0,1,0,33,14,13,6,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,AGUA RICA,10,9,0,0,1,0,49,27,8,12,0,0,0,0,0,2
La Paz,Sud Yungas,Palos Blancos,24 DE JUNIO,29,23,0,0,5,1,55,25,29,1,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,AGROECOLOGICO NUEVA GALILEA,4,3,0,0,1,0,32,26,0,5,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,LOS TIGRES,26,22,1,0,3,0,65,50,3,9,0,0,0,0,0,3
La Paz,Sud Yungas,Palos Blancos,LOS PINOS,1,0,0,0,1,0,19,4,4,9,0,0,0,0,2,0
La Paz,Sud Yungas,Palos Blancos,AGROGANADERA AYNI 2,8,6,0,0,2,0,36,21,5,10,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,TIERRA NUEVA,6,4,0,0,2,0,29,5,19,4,0,0,0,0,1,0
La Paz,Sud Yungas,Palos Blancos,PADILLA,9,9,0,0,0,0,25,10,13,1,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,BERENGEL,9,6,0,0,3,0,39,16,14,6,0,1,0,0,0,2
La Paz,Sud Yungas,Palos Blancos,JELLCHS,6,4,0,0,2,0,14,14,0,0,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,PAPAYANI,11,10,0,1,0,0,18,8,7,0,0,1,0,0,0,2
La Paz,Sud Yungas,Palos Blancos,SAN PEDRO MESERE,2,1,0,0,1,0,19,9,0,10,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,SANTA ANITA,6,4,0,1,1,0,45,25,5,14,0,1,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,UNIVERSO,5,4,0,0,1,0,13,3,7,2,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,AGROECOLOGICA TUNARI,0,0,0,0,0,0,12,7,0,5,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,LAS ORQUIDEAS,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,21 DE ABRIL,6,4,0,0,2,0,33,9,13,7,0,0,0,0,0,4
La Paz,Sud Yungas,Palos Blancos,QUIME,2,1,0,0,1,0,17,14,0,1,0,0,0,0,0,2
La Paz,Sud Yungas,Palos Blancos,AGROECOLOGICA VENCEDORES,13,5,0,0,8,0,42,26,2,9,0,3,0,0,0,2
La Paz,Sud Yungas,Palos Blancos,AGROFORESTAL SAN BARTOLOME,3,3,0,0,0,0,18,15,0,3,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,POSITOS,3,2,0,0,1,0,18,14,1,2,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,SAN MARCOS,12,11,0,0,0,1,43,35,0,2,0,0,0,0,2,4
La Paz,Sud Yungas,Palos Blancos,TAMANPAYA,6,6,0,0,0,0,13,10,0,2,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,HERMANOS FERNANDEZ,5,3,0,2,0,0,21,19,0,0,0,0,0,0,0,2
La Paz,Sud Yungas,Palos Blancos,18 DE AGOSTO,4,2,0,0,2,0,13,11,1,1,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,AGROGANADERA VIRGEN DE NIEVES,2,0,0,0,2,0,11,9,0,2,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,BRECHA A NUEVA FLORIDA,20,15,3,0,2,0,52,35,5,9,0,0,0,0,0,3
La Paz,Sud Yungas,Palos Blancos,BRECHA I,27,6,2,15,4,0,124,80,1,35,0,0,0,0,1,7
La Paz,Sud Yungas,Palos Blancos,BRECHA K,6,4,0,2,0,0,25,12,4,7,0,2,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,CHAYANTA I,30,18,0,1,11,0,71,56,2,7,0,1,0,0,2,3
La Paz,Sud Yungas,Palos Blancos,CIPROCAE,13,10,0,0,3,0,37,22,2,12,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,BRECHA F DAMNIFICADOS,2,2,0,0,0,0,21,10,1,10,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,SAN MIGUEL DE LANZA,5,4,0,0,1,0,18,13,3,2,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,COLONONIA UNION OMASUYOS,30,26,0,0,4,0,85,52,14,14,0,0,0,0,0,5
La Paz,Sud Yungas,Palos Blancos,COTA CAJES,2,0,0,0,2,0,5,4,0,1,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,EL TRIUNFO,19,13,1,0,5,0,53,35,4,11,0,2,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,GANADRA NOGALANI,9,6,0,0,3,0,33,18,1,12,0,2,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,INGAVI,10,9,0,0,1,0,48,30,1,16,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,LA RIVERA DE QUIQUIBEY,31,27,0,0,4,0,94,64,6,22,0,0,0,0,1,1
La Paz,Sud Yungas,Palos Blancos,LINAREZ,6,4,0,0,2,0,22,7,11,2,0,0,0,0,0,2
La Paz,Sud Yungas,Palos Blancos,MAGDALENA,4,4,0,0,0,0,9,8,0,1,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,MANCO KAPAC,22,21,0,0,0,1,65,44,0,19,0,0,0,0,1,1
La Paz,Sud Yungas,Palos Blancos,MAPURICHUQUI,40,34,0,0,5,1,106,64,11,28,0,0,0,0,1,2
La Paz,Sud Yungas,Palos Blancos,NUEVA FORTALEZA,5,3,0,0,2,0,40,23,0,13,0,0,0,0,0,4
La Paz,Sud Yungas,Palos Blancos,PANAMERICANA,36,32,1,0,3,0,181,125,27,18,0,0,0,0,4,7
La Paz,Sud Yungas,Palos Blancos,POCOATA,3,2,0,0,1,0,6,2,0,3,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,PUERTO SANTA ANA,57,43,0,0,14,0,151,120,5,21,0,0,0,0,0,5
La Paz,Sud Yungas,Palos Blancos,SILLAR URBANO,19,17,0,1,1,0,40,22,15,1,0,0,0,0,0,2
La Paz,Sud Yungas,Palos Blancos,VILLA BARRIENTOS 2,24,20,0,0,4,0,58,44,2,8,0,0,0,0,0,4
La Paz,Sud Yungas,Palos Blancos,VILLA LITORAL,14,12,0,2,0,0,47,23,15,6,0,0,0,0,0,3
La Paz,Sud Yungas,Palos Blancos,VILLA ROSARIO,32,32,0,0,0,0,86,58,14,10,0,0,0,0,0,4
La Paz,Sud Yungas,Palos Blancos,MANANTIAL,4,4,0,0,0,0,21,20,0,1,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,MICHEL,11,7,1,2,1,0,34,31,2,1,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,MONTE MAYOR,16,2,2,9,3,0,79,19,15,17,0,0,0,0,26,2
La Paz,Sud Yungas,Palos Blancos,LAS PALMERAS,18,15,0,0,3,0,47,31,8,5,0,0,0,0,0,3
La Paz,Sud Yungas,Palos Blancos,ARENAL,8,6,0,0,2,0,24,17,1,6,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,PALMAR,19,15,0,1,3,0,68,42,9,14,0,1,0,0,1,1
La Paz,Sud Yungas,Palos Blancos,MOTACUSAL,17,13,0,1,3,0,57,3,0,0,0,53,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,BISAL,6,3,0,0,3,0,19,0,0,0,0,18,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,SAN BERNARDO,6,0,0,0,6,0,19,0,0,0,0,18,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,POJPONENDO,28,22,0,1,5,0,65,47,2,1,0,12,0,0,0,3
La Paz,Sud Yungas,Palos Blancos,UNIDAS,7,4,0,0,3,0,62,51,6,5,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,12 DE OCTUBRE,2,2,0,0,0,0,7,6,1,0,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,PACAJES,12,12,0,0,0,0,43,27,1,15,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,MAL PASO CHICO,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0
La Paz,Sud Yungas,Palos Blancos,SANTA FELICIDAD,6,5,0,0,1,0,21,20,0,0,0,0,0,0,0,1
La Paz,Sud Yungas,Palos Blancos,MARAVILLA,21,18,0,2,1,0,40,32,2,6,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,SAN MIGUEL,28,9,1,13,5,0,89,37,3,16,0,30,0,0,1,2
La Paz,Sud Yungas,Palos Blancos,PLAYA VERDE,21,18,0,0,3,0,55,35,2,16,0,0,0,0,0,2
La Paz,Sud Yungas,Palos Blancos,VILLA SORATA,40,30,0,1,8,1,97,30,20,28,0,0,0,0,15,4
La Paz,Sud Yungas,Palos Blancos,KUN FU,27,27,0,0,0,0,70,50,3,17,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,LA PAZ,7,4,0,1,2,0,30,26,1,3,0,0,0,0,0,0
La Paz,Sud Yungas,Palos Blancos,LA PAZ,9,6,2,0,1,0,38,27,0,6,0,0,0,0,1,4
La Paz,Sud Yungas,La Asunta,ASUNTA CHICA,68,49,1,1,16,1,203,112,37,41,0,0,0,0,0,13
La Paz,Sud Yungas,La Asunta,PORVENIR,73,57,1,0,15,0,217,112,65,26,0,0,0,0,0,14
La Paz,Sud Yungas,La Asunta,SAN JUAN UNIDOS,64,48,2,0,14,0,201,113,30,47,0,0,0,1,1,9
La Paz,Sud Yungas,La Asunta,SAN SALVADOR,61,34,2,0,24,1,181,100,23,43,0,0,0,0,2,13
La Paz,Sud Yungas,La Asunta,16 DE JULIO,32,21,0,0,11,0,86,40,1,35,0,0,0,0,1,9
La Paz,Sud Yungas,La Asunta,ALTO ASUNTA,83,69,2,0,12,0,278,164,20,75,0,0,0,0,4,15
