Departamento,Provincia,Municipio,Ciudad / Comunidad,Total Asistencia Escolar,"Si, auna pública","Si, a una privada","Si, a una de convenio",No asiste,Sin especificar,Total Idioma Aprendido,Castellano,Quechua,Aymara,Guaraní,Otros Idiomas Oficiales,Otros Idiomas,Idioma extranjero,Sin especificar,No habla
La Paz,Omasuyos,Achacachi,SANTIAGO DE PACHARIA,119,99,3,5,12,0,406,40,0,350,0,0,0,0,3,13
La Paz,Omasuyos,Achacachi,SUNTIA CHICO,39,35,0,1,3,0,116,21,1,89,0,0,0,0,0,5
La Paz,Omasuyos,Achacachi,SUNTIA COMUN,22,21,0,1,0,0,60,0,0,30,0,3,0,0,27,0
La Paz,Omasuyos,Achacachi,SUNTIA GRANDE,18,16,0,1,1,0,94,4,0,89,0,0,0,0,0,1
La Paz,Omasuyos,Achacachi,TARAMAYA,267,234,2,6,25,0,849,246,3,471,1,10,0,0,90,28
La Paz,Omasuyos,Achacachi,TIPAMPA,127,107,3,3,14,0,391,86,0,290,0,0,0,0,1,14
La Paz,Omasuyos,Achacachi,TOLA TOLA,78,68,2,1,6,1,297,15,0,272,0,0,0,0,2,8
La Paz,Omasuyos,Achacachi,TUNUSI,49,40,4,4,1,0,173,0,0,165,0,0,0,0,2,6
La Paz,Omasuyos,Achacachi,COTAPAMPA,65,53,2,0,9,1,213,60,1,146,0,0,0,0,3,3
La Paz,Omasuyos,Achacachi,KENAMARINI,64,22,1,27,14,0,186,11,0,135,1,1,0,0,27,11
La Paz,Omasuyos,Achacachi,ARASAYA LLOCO PUTUNCO,20,17,1,2,0,0,79,22,0,55,0,0,0,0,1,1
La Paz,Omasuyos,Achacachi,CORCAPUTO BAJA,34,20,0,13,1,0,125,11,0,104,0,0,0,0,1,9
La Paz,Omasuyos,Achacachi,POMGON HUYO CENTRO,72,60,3,0,9,0,261,39,0,205,0,0,0,1,5,11
La Paz,Omasuyos,Achacachi,POMGON HUYO WILA JAHUIRA,46,39,5,0,2,0,222,10,0,204,0,0,0,2,0,6
La Paz,Omasuyos,Achacachi,UTAVI HUARINA,10,9,0,0,1,0,44,13,0,30,0,0,0,0,0,1
La Paz,Omasuyos,Achacachi,NUEVA ESPERANZA,2,1,0,1,0,0,43,7,0,35,0,0,0,0,0,1
La Paz,Omasuyos,Achacachi,HUARCAYA BELEN,36,29,1,2,2,2,157,37,0,114,0,0,0,1,2,3
La Paz,Omasuyos,Achacachi,SULFINI,39,34,1,1,3,0,150,52,0,97,0,0,0,0,0,1
La Paz,Omasuyos,Achacachi,VALLE FLORIDA,59,55,1,1,2,0,215,48,1,159,0,0,0,0,0,7
La Paz,Omasuyos,Achacachi,VILLA NUEVA ESPERANZA,23,20,0,0,3,0,73,17,0,54,0,0,0,0,1,1
La Paz,Omasuyos,Achacachi,VILLA SOJJONI,40,37,0,2,1,0,161,41,0,119,0,0,0,0,1,0
La Paz,Omasuyos,Achacachi,JANKHO AMAYA,141,72,4,41,23,1,473,103,0,349,0,0,0,0,8,13
La Paz,Omasuyos,Achacachi,COCOTONI,130,119,0,2,9,0,478,61,3,401,0,0,0,0,3,10
La Paz,Omasuyos,Achacachi,1RO DE MAYO,26,24,0,0,2,0,90,25,0,62,0,0,0,0,0,3
La Paz,Omasuyos,Achacachi,WILLKAHUAYA,35,29,3,0,3,0,188,20,0,136,0,5,0,0,25,2
La Paz,Omasuyos,Achacachi,AKJERANA,133,116,3,2,11,1,412,9,1,390,0,0,0,0,4,8
La Paz,Omasuyos,Achacachi,AJLLATA GRANDE,154,135,4,3,11,1,651,65,2,576,0,0,0,0,2,6
La Paz,Omasuyos,Achacachi,AJARIA CHICO,66,58,1,2,4,1,274,36,2,227,0,1,0,1,2,5
La Paz,Omasuyos,Achacachi,AJARIA GRANDE,86,78,3,0,4,1,369,45,1,318,0,0,0,0,1,4
La Paz,Omasuyos,Achacachi,AJLLATA,1,1,0,0,0,0,6,1,0,4,0,0,0,0,0,1
La Paz,Omasuyos,Achacachi,APURAYA BAJA,269,239,4,8,16,2,956,91,0,673,0,22,0,0,135,35
La Paz,Omasuyos,Achacachi,AYATA AJLLATA,94,85,2,3,4,0,387,29,0,350,1,0,0,0,1,6
La Paz,Omasuyos,Achacachi,CARMEN LIPE,124,106,8,3,7,0,620,36,1,358,0,40,0,0,159,26
La Paz,Omasuyos,Achacachi,CHEJELAYA,60,47,1,2,10,0,283,16,0,258,0,0,0,0,1,8
La Paz,Omasuyos,Achacachi,CONFURI PUCURO,69,62,3,0,4,0,249,23,1,220,0,1,0,0,0,4
La Paz,Omasuyos,Achacachi,CORILAYA,84,76,2,2,4,0,275,12,0,250,0,1,0,0,5,7
La Paz,Omasuyos,Achacachi,HUANACU,41,38,2,0,1,0,163,7,0,154,0,0,0,0,0,2
La Paz,Omasuyos,Achacachi,TOKE AJLLATA ALTA,91,84,1,0,4,2,323,35,0,282,0,0,0,0,4,2
La Paz,Omasuyos,Achacachi,AJLLA,92,82,1,0,8,1,375,19,0,340,0,0,0,0,5,11
La Paz,Omasuyos,Achacachi,HUMAJALSU,17,12,1,3,1,0,50,6,0,44,0,0,0,0,0,0
La Paz,Omasuyos,Achacachi,JAPURAYA ALTA,214,177,2,2,32,1,808,50,0,613,0,12,0,0,107,26
La Paz,Omasuyos,Achacachi,CACHI LIPE,172,141,2,6,22,1,735,77,2,595,0,3,0,0,26,32
La Paz,Omasuyos,Achacachi,CHECATA,69,60,0,0,9,0,252,19,1,214,0,0,0,0,14,4
La Paz,Omasuyos,Achacachi,CHEJECUCHO,47,41,0,0,6,0,150,26,0,119,0,0,0,0,0,5
La Paz,Omasuyos,Achacachi,CHINTA,27,25,0,0,2,0,135,3,0,131,0,0,0,0,0,1
La Paz,Omasuyos,Achacachi,CHOCOCOPA CHICO,58,50,0,1,7,0,202,13,0,183,0,0,0,0,1,5
La Paz,Omasuyos,Achacachi,CHOCOCOPA GRANDE,65,57,1,1,6,0,193,11,0,180,0,0,0,0,0,2
La Paz,Omasuyos,Achacachi,CORPA CALA CALA,55,47,2,2,4,0,197,24,0,167,0,0,0,0,0,6
La Paz,Omasuyos,Achacachi,KILOSA,41,30,2,1,8,0,168,5,0,157,0,0,0,1,4,1
La Paz,Omasuyos,Achacachi,KOKANI,61,46,1,4,10,0,212,9,1,198,0,0,0,0,1,3
La Paz,Omasuyos,Achacachi,MERKE ACHACACHI,65,49,0,6,10,0,261,23,1,211,0,2,0,0,13,11
La Paz,Omasuyos,Achacachi,QUENATA,39,27,0,1,7,4,142,30,0,108,0,0,0,0,1,3
La Paz,Omasuyos,Achacachi,SULLULLUNI,46,42,1,1,2,0,191,2,0,180,0,0,0,0,6,3
La Paz,Omasuyos,Achacachi,UMACHA,78,68,1,3,6,0,296,33,1,253,0,1,0,0,1,7
La Paz,Omasuyos,Achacachi,COCANI,93,81,4,4,4,0,388,34,0,350,0,0,0,0,0,4
La Paz,Omasuyos,Achacachi,CALUYO CHIQUIPA,66,55,3,3,3,2,253,44,1,199,0,0,0,0,6,3
La Paz,Omasuyos,Achacachi,ANANEA,29,24,0,0,4,1,134,3,0,129,0,0,0,0,1,1
La Paz,Omasuyos,Achacachi,CARIZA,66,61,0,1,4,0,183,6,1,96,0,10,0,0,64,6
La Paz,Omasuyos,Achacachi,CHALLUYO,282,246,6,3,26,1,891,21,0,831,0,0,0,0,11,28
La Paz,Omasuyos,Achacachi,CHIARHUYO,140,118,0,1,20,1,376,17,0,263,0,4,0,0,78,14
La Paz,Omasuyos,Achacachi,CHOJÑA KALA,116,96,1,6,12,1,384,32,0,334,0,0,0,0,2,16
La Paz,Omasuyos,Achacachi,CONDOR JAHUIRA,18,16,0,0,2,0,61,0,0,59,0,0,0,0,0,2
La Paz,Omasuyos,Achacachi,CUCHU WARISATA,75,63,3,5,3,1,258,49,0,167,0,4,0,0,33,5
La Paz,Omasuyos,Achacachi,KAPARA,34,33,0,0,1,0,146,1,0,143,0,0,0,0,0,2
La Paz,Omasuyos,Achacachi,LLAJMA,33,28,2,1,2,0,140,27,0,107,0,0,0,0,2,4
La Paz,Omasuyos,Achacachi,MURAMAYA,28,24,2,0,1,1,99,24,0,65,0,0,0,0,10,0
La Paz,Omasuyos,Achacachi,PARQUE PARARANI,93,82,3,1,6,1,314,8,0,290,0,1,0,0,7,8
La Paz,Omasuyos,Achacachi,SURPO,92,66,1,1,24,0,237,5,0,225,0,0,0,0,2,5
La Paz,Omasuyos,Achacachi,TACAMARA,12,11,0,0,1,0,46,4,0,40,0,2,0,0,0,0
La Paz,Omasuyos,Achacachi,TAHARI,247,210,2,4,31,0,712,224,1,449,1,0,0,0,8,29
La Paz,Omasuyos,Achacachi,WALATA COANI,44,37,2,1,4,0,217,12,0,205,0,0,0,0,0,0
La Paz,Omasuyos,Achacachi,WALATA GRANDE,138,111,2,4,18,3,533,30,0,486,0,0,0,0,8,9
La Paz,Omasuyos,Achacachi,YACACHI CHICO,31,24,1,0,5,1,137,19,0,113,0,0,0,0,0,5
La Paz,Omasuyos,Achacachi,FRASQUIA,139,114,6,2,17,0,352,13,0,319,0,0,0,0,8,12
La Paz,Omasuyos,Achacachi,JANKOYU,19,14,2,1,2,0,70,3,0,64,0,0,0,0,1,2
La Paz,Omasuyos,Achacachi,SANTA MARIA CHICO,5,4,0,0,1,0,59,1,1,56,0,0,0,0,0,1
La Paz,Omasuyos,Achacachi,SANTA MARIA GRANDE,23,22,0,0,0,1,118,14,0,102,0,0,0,0,1,1
La Paz,Omasuyos,Achacachi,WALATA CHICO,88,73,2,3,10,0,354,61,0,287,0,0,0,0,2,4
La Paz,Omasuyos,Achacachi,WARISATA,205,169,6,9,18,3,732,277,3,427,0,0,0,0,4,21
La Paz,Omasuyos,Achacachi,YACACHI GRANDE,38,31,0,0,6,1,134,22,2,104,0,0,0,0,4,2
La Paz,Omasuyos,Achacachi,LLASARAYA,55,47,2,4,2,0,204,9,0,189,0,0,0,0,0,6
La Paz,Omasuyos,Achacachi,MURUMAMANI,268,238,5,0,25,0,846,23,1,783,0,0,0,0,8,31
La Paz,Omasuyos,Achacachi,SUÑASIVI,101,89,2,2,7,1,340,79,0,246,0,0,0,0,3,12
La Paz,Omasuyos,Achacachi,TAYPI PARARANI,74,61,0,1,12,0,255,11,0,242,0,0,0,0,0,2
La Paz,Omasuyos,Achacachi,UMAPUSA,219,189,7,5,17,1,678,56,1,607,0,0,0,1,2,11
La Paz,Omasuyos,Achacachi,ALTO MACATA,24,19,1,0,4,0,68,1,0,62,0,0,0,0,1,4
La Paz,Omasuyos,Achacachi,CENTRO TACAMARA,23,20,0,0,3,0,138,13,0,124,0,0,0,0,0,1
La Paz,Omasuyos,Achacachi,SILTO AMAYA,18,16,0,0,2,0,66,12,0,52,0,0,0,0,1,1
La Paz,Omasuyos,Achacachi,CASAMAYA,165,142,4,3,16,0,548,48,0,410,0,7,0,0,61,22
La Paz,Omasuyos,Achacachi,CASAMAYA ALTA,86,65,1,3,17,0,241,23,0,210,0,0,0,0,4,4
La Paz,Omasuyos,Achacachi,COHUANI,120,104,3,4,8,1,308,13,1,274,0,0,0,0,6,14
La Paz,Omasuyos,Achacachi,CORPAPUTO,45,26,0,8,5,6,162,10,0,143,0,0,0,0,1,8
La Paz,Omasuyos,Achacachi,PONGONHUYO BAJA,44,39,0,1,4,0,186,10,0,167,0,0,0,0,1,8
La Paz,Omasuyos,Achacachi,KHOANI CORPAPUTO,61,2,2,51,6,0,177,4,0,164,0,0,0,0,2,7
La Paz,Omasuyos,Achacachi,KILAHUARANCA,21,2,1,18,0,0,66,27,0,38,0,0,0,0,0,1
La Paz,Omasuyos,Achacachi,PONGONHUYO CALAMARCA,12,9,0,0,3,0,96,4,0,91,0,0,0,0,0,1
La Paz,Omasuyos,Achacachi,PONGONHUYO PARUQIPHUJIO,64,58,2,1,3,0,178,13,0,160,0,0,0,0,0,5
La Paz,Omasuyos,Achacachi,CORCAPUTO BAJA,50,8,0,37,5,0,167,20,0,134,0,0,0,0,0,13
La Paz,Omasuyos,Achacachi,MODASALA,28,19,0,0,9,0,112,7,0,100,0,0,0,0,0,5
La Paz,Omasuyos,Achacachi,CENTRO MOLINO,25,22,0,0,3,0,71,0,0,69,0,0,0,0,1,1
La Paz,Omasuyos,Achacachi,VILLA FRANZ TAMAYO,125,109,4,5,7,0,309,15,0,274,0,0,0,0,14,6
La Paz,Omasuyos,Achacachi,25 DE JULIO,68,59,3,0,6,0,191,5,0,183,0,1,0,0,2,0
La Paz,Omasuyos,Achacachi,CHURUBAMBA,38,28,1,2,7,0,132,11,0,119,0,0,0,0,0,2
La Paz,Omasuyos,Achacachi,VILLA IMPERIAL,49,42,2,0,5,0,150,6,0,135,0,0,0,0,2,7
La Paz,Omasuyos,Achacachi,OCORANI,114,94,0,3,17,0,298,12,0,274,0,0,0,0,3,9
La Paz,Omasuyos,Achacachi,VILLA SANTIAGO,115,97,2,0,16,0,287,10,0,263,0,0,0,0,7,7
La Paz,Omasuyos,Ancoraimes,ANCORAIMES,125,95,4,19,5,2,592,213,5,347,0,0,0,1,13,13
La Paz,Omasuyos,Ancoraimes,CENTRO BELEN,10,6,1,0,0,3,105,8,0,88,0,0,0,0,9,0
La Paz,Omasuyos,Ancoraimes,ISPAYA ESTE,98,75,4,15,4,0,280,13,0,258,0,0,0,0,5,4
La Paz,Omasuyos,Ancoraimes,LLOJLLATA GRANDE,36,29,0,2,5,0,159,24,0,128,0,0,0,0,2,5
La Paz,Omasuyos,Ancoraimes,LLOJLLATA LAIMINI,65,56,1,3,3,2,167,43,0,116,0,1,0,0,3,4
La Paz,Omasuyos,Ancoraimes,LLOJLLATA TOMUYO NORTE,12,8,2,0,2,0,77,8,0,66,0,0,0,0,0,3
La Paz,Omasuyos,Ancoraimes,TURRINI ALTA,49,40,0,0,9,0,190,27,0,154,0,0,0,0,0,9
La Paz,Omasuyos,Ancoraimes,ZAMORA,74,64,0,4,6,0,309,28,0,268,0,0,0,0,0,13
La Paz,Omasuyos,Ancoraimes,ISPAYA GRANDE,38,26,7,3,2,0,157,18,0,137,0,0,0,0,1,1
La Paz,Omasuyos,Ancoraimes,ISPAYA TOCOLI,22,12,5,0,5,0,71,4,0,65,0,0,0,0,2,0
La Paz,Omasuyos,Ancoraimes,ISPAYA LUQUIMBAYA,14,11,0,0,3,0,44,2,0,41,0,0,0,0,1,0
La Paz,Omasuyos,Ancoraimes,PACHARIA,140,118,7,8,6,1,431,33,1,379,0,0,0,0,4,14
La Paz,Omasuyos,Ancoraimes,LOJROCACHI SUR,80,68,1,7,3,1,321,44,1,264,0,0,0,0,0,12
La Paz,Omasuyos,Ancoraimes,TURRINI CENTRO,50,44,0,1,5,0,218,29,0,180,0,0,0,0,2,7
La Paz,Omasuyos,Ancoraimes,TURRINI BAJA,29,22,1,1,5,0,145,16,0,127,0,0,0,0,0,2
La Paz,Omasuyos,Ancoraimes,LOJROCACHI NORTE,65,55,1,6,3,0,256,27,0,210,0,1,0,0,11,7
La Paz,Omasuyos,Ancoraimes,CHACASIA,17,10,1,3,3,0,133,13,0,116,0,0,0,0,0,4
La Paz,Omasuyos,Ancoraimes,CAMAJHUACHA,35,30,0,1,4,0,96,1,0,93,0,0,0,0,0,2
La Paz,Omasuyos,Ancoraimes,CANCAHUANI,77,68,1,0,8,0,214,13,0,190,0,0,0,0,1,10
La Paz,Omasuyos,Ancoraimes,CHONTAMARCA,51,39,2,0,10,0,173,5,1,159,0,0,0,0,0,8
La Paz,Omasuyos,Ancoraimes,CORPA PAMPA,21,16,0,0,5,0,67,3,0,58,0,0,0,0,0,6
La Paz,Omasuyos,Ancoraimes,MACA MACA,156,134,3,1,17,1,409,26,1,359,0,1,0,0,7,15
La Paz,Omasuyos,Ancoraimes,PACOMA GRANDE,68,64,2,1,0,1,252,21,0,222,0,0,0,0,4,5
La Paz,Omasuyos,Ancoraimes,SUR CALAMARCA,24,11,0,8,5,0,144,6,0,134,0,0,0,0,1,3
La Paz,Omasuyos,Ancoraimes,SUNTURUTA,74,46,19,4,5,0,258,1,0,247,0,0,0,0,4,6
La Paz,Omasuyos,Ancoraimes,TINTAYA MACAMACA,45,40,1,1,3,0,132,2,0,126,0,0,0,0,0,4
La Paz,Omasuyos,Ancoraimes,CHUÑUÑA NORTE,81,71,1,1,8,0,239,17,0,205,1,1,0,0,12,3
La Paz,Omasuyos,Ancoraimes,VILLA MACA MACA,12,6,1,0,4,1,79,3,0,75,0,0,0,0,1,0
La Paz,Omasuyos,Ancoraimes,CHEJE PAMPA,62,58,0,1,3,0,197,11,0,180,0,0,0,0,1,5
La Paz,Omasuyos,Ancoraimes,CHEJE PAMPA BAJO,48,44,0,0,4,0,144,14,0,124,0,0,0,0,0,6
La Paz,Omasuyos,Ancoraimes,MAQUELAYA,38,35,0,1,2,0,139,9,0,102,0,2,0,0,20,6
La Paz,Omasuyos,Ancoraimes,CORPA GRANDE,111,102,2,1,6,0,343,43,0,283,0,0,0,0,0,17
La Paz,Omasuyos,Ancoraimes,LUGARAYA,9,5,0,0,4,0,85,3,0,77,0,0,0,0,5,0
La Paz,Omasuyos,Ancoraimes,CHINCHAYA,44,40,0,0,3,1,109,9,0,97,0,0,0,0,3,0
La Paz,Omasuyos,Ancoraimes,HUANQUISCO KANTA,51,42,3,1,5,0,142,7,0,133,0,0,0,0,0,2
La Paz,Omasuyos,Ancoraimes,RINCON CHEJEPAMPA,52,46,1,0,5,0,176,7,0,169,0,0,0,0,0,0
La Paz,Omasuyos,Ancoraimes,ALTO CHEJEPAMPA,40,36,0,0,4,0,120,4,0,109,0,0,0,0,1,6
La Paz,Omasuyos,Ancoraimes,CHINCHAYA NORTE,42,39,0,0,3,0,124,3,0,115,0,0,0,0,2,4
La Paz,Omasuyos,Ancoraimes,COHANI,54,49,1,1,3,0,159,12,0,146,0,0,0,0,0,1
La Paz,Omasuyos,Ancoraimes,KARKAPATA,40,38,0,0,2,0,106,10,0,94,0,0,0,0,0,2
La Paz,Omasuyos,Ancoraimes,APOHOCO,24,20,0,1,3,0,88,6,0,82,0,0,0,0,0,0
La Paz,Omasuyos,Ancoraimes,CALAHUANCANI ALTA,27,23,0,1,3,0,90,11,0,76,0,0,0,0,2,1
La Paz,Omasuyos,Ancoraimes,MACHACA UYUPATA,14,14,0,0,0,0,43,5,0,37,0,0,0,0,0,1
La Paz,Omasuyos,Ancoraimes,SOTALAYA CENTRO,86,74,1,9,2,0,384,126,0,242,0,1,0,0,10,5
La Paz,Omasuyos,Ancoraimes,POCOATA GRANDE,116,103,4,1,7,1,480,15,1,448,0,0,0,0,8,8
La Paz,Omasuyos,Ancoraimes,SOTALAYA NORTE,61,56,2,2,1,0,234,84,0,146,0,0,0,0,2,2
La Paz,Omasuyos,Ancoraimes,LIMANCACHI,183,142,2,0,39,0,466,15,0,432,0,1,0,0,3,15
La Paz,Omasuyos,Ancoraimes,SOTALAYA ESTE,57,38,3,12,3,1,261,78,1,167,0,1,0,0,10,4
La Paz,Omasuyos,Ancoraimes,POCOATA CENTRO,33,29,1,1,2,0,140,4,0,133,0,0,0,0,1,2
La Paz,Omasuyos,Ancoraimes,HUAYRANI,20,18,1,0,1,0,96,11,0,84,0,0,0,1,0,0
La Paz,Omasuyos,Ancoraimes,MARCA PAMPA,9,8,0,0,1,0,73,7,0,64,0,0,0,0,0,2
La Paz,Omasuyos,Ancoraimes,SALLCA PAMPA,53,48,1,1,3,0,222,30,0,184,0,0,0,0,2,6
La Paz,Omasuyos,Ancoraimes,VILLA CAJIATA,99,80,1,0,16,2,374,38,1,321,0,0,0,0,8,6
La Paz,Omasuyos,Ancoraimes,MOROCOLLO,40,32,1,4,3,0,138,33,1,99,0,0,0,0,1,4
La Paz,Omasuyos,Ancoraimes,LACAYA,104,70,1,24,9,0,410,28,0,375,0,0,0,0,1,6
La Paz,Omasuyos,Ancoraimes,CAMATA NORTE,69,62,2,3,2,0,291,35,0,250,0,0,0,0,5,1
La Paz,Omasuyos,Ancoraimes,CAMATA CENTRO,38,35,0,2,1,0,134,20,2,111,0,0,0,0,0,1
La Paz,Omasuyos,Ancoraimes,CAMATA SUR,79,58,3,10,7,1,281,24,0,245,0,0,0,0,2,10
La Paz,Omasuyos,Ancoraimes,AZACILO,67,55,0,2,10,0,151,20,0,108,0,0,0,0,12,11
La Paz,Omasuyos,Ancoraimes,CHIÑAJA,52,47,0,0,5,0,193,13,0,174,0,0,0,0,1,5
La Paz,Omasuyos,Ancoraimes,CHOJÑAPATA,47,40,2,0,5,0,178,20,0,147,0,0,0,0,1,10
La Paz,Omasuyos,Ancoraimes,COLANI,22,21,0,0,1,0,71,0,0,71,0,0,0,0,0,0
La Paz,Omasuyos,Ancoraimes,INCA CATURAPI,118,108,2,1,7,0,337,43,0,251,0,0,0,0,32,11
La Paz,Omasuyos,Ancoraimes,PATAPATANI NEGRUNI,10,9,0,0,1,0,52,2,0,48,0,0,0,0,1,1
La Paz,Omasuyos,Ancoraimes,CALAHUANCANI BAJA,22,17,2,1,2,0,102,14,0,85,0,0,0,0,0,3
La Paz,Omasuyos,Ancoraimes,QUESUNI,26,23,0,1,2,0,107,13,0,91,0,0,0,0,1,2
La Paz,Omasuyos,Ancoraimes,PULAYA,17,14,0,0,3,0,44,3,0,40,0,0,0,0,0,1
La Paz,Omasuyos,Ancoraimes,PATA PATANI,18,15,0,0,3,0,134,14,1,113,0,0,0,0,4,2
La Paz,Omasuyos,Chua Cocani,VISALAYA ALTA,42,39,2,0,1,0,159,37,0,110,0,0,0,0,2,10
La Paz,Omasuyos,Chua Cocani,CAHUAYA,43,38,1,0,4,0,178,17,0,148,0,2,0,0,7,4
La Paz,Omasuyos,Chua Cocani,CHUA CAYACOTO,77,65,3,1,8,0,277,100,0,170,0,0,0,1,2,4
La Paz,Omasuyos,Chua Cocani,AMASI,15,14,0,0,1,0,69,18,0,49,0,0,0,0,0,2
La Paz,Omasuyos,Chua Cocani,CALAMAYA,25,21,0,0,4,0,114,30,0,81,0,0,0,0,0,3
La Paz,Omasuyos,Chua Cocani,CAPILAYA,31,18,9,2,2,0,207,43,0,157,0,0,0,0,5,2
La Paz,Omasuyos,Chua Cocani,COMPI,65,54,3,3,5,0,269,77,1,187,0,0,0,0,1,3
La Paz,Omasuyos,Chua Cocani,LLAMACACHI,24,19,4,1,0,0,202,53,1,145,0,0,0,0,0,3
La Paz,Omasuyos,Chua Cocani,TAUCA,75,64,3,1,6,1,283,53,2,218,0,0,0,0,4,6
La Paz,Omasuyos,Chua Cocani,CORPA CHILAYA,71,58,4,2,7,0,290,79,1,198,0,0,0,0,2,10
La Paz,Omasuyos,Chua Cocani,SONCACHI GRANDE,77,58,5,2,10,2,325,98,0,219,0,0,0,0,3,5
La Paz,Omasuyos,Chua Cocani,CHUA COCANI,311,213,11,1,86,0,907,474,2,397,0,1,0,0,9,24
La Paz,Omasuyos,Chua Cocani,LACACHI,46,42,0,0,4,0,272,62,1,200,0,0,0,0,1,8
La Paz,Omasuyos,Chua Cocani,CHUA QUELANI,27,23,0,0,4,0,125,43,0,77,0,0,0,0,1,4
La Paz,Omasuyos,Chua Cocani,MARCA CHUA,57,51,2,0,4,0,165,92,0,71,0,0,0,0,0,2
La Paz,Omasuyos,Chua Cocani,CARAPATA,25,17,0,2,5,1,112,30,0,74,0,0,0,0,5,3
La Paz,Omasuyos,Chua Cocani,CHUA VISALAYA,179,152,8,5,13,1,605,193,2,368,0,2,0,0,21,19
La Paz,Omasuyos,Chua Cocani,COCANI,35,28,5,1,0,1,160,24,0,132,0,1,0,0,1,2
La Paz,Omasuyos,Chua Cocani,JANCOQALA,7,7,0,0,0,0,53,5,0,47,0,0,0,0,0,1
La Paz,Omasuyos,Chua Cocani,JICHUPATA,24,23,0,0,1,0,94,2,0,89,0,0,0,0,2,1
La Paz,Omasuyos,Chua Cocani,KALUYO,10,10,0,0,0,0,42,12,0,29,0,0,0,0,0,1
La Paz,Omasuyos,Chua Cocani,CHACOMA,28,25,1,1,1,0,95,0,1,92,0,0,0,0,1,1
La Paz,Omasuyos,Huarina,ANTACOLLO,61,54,2,0,5,0,294,47,0,236,0,0,0,0,4,7
La Paz,Omasuyos,Huarina,APUVILLQUI,27,25,0,1,1,0,168,22,0,141,0,0,0,0,2,3
La Paz,Omasuyos,Huarina,COROMATA ALTA,134,115,2,2,14,1,462,44,2,404,0,1,0,0,4,7
La Paz,Omasuyos,Huarina,COROMATA BAJA,236,153,5,42,35,1,964,81,0,855,0,0,0,1,11,16
La Paz,Omasuyos,Huarina,COROMATA MEDIA,69,60,2,0,5,2,297,29,0,257,0,0,0,0,4,7
La Paz,Omasuyos,Huarina,COTA COTA ALTA,79,69,1,0,7,2,415,75,0,329,0,0,0,0,3,8
La Paz,Omasuyos,Huarina,COTA COTA BAJA,84,73,3,2,5,1,435,138,2,285,0,0,0,0,0,10
La Paz,Omasuyos,Huarina,PAIRUMANI,79,65,2,2,9,1,287,40,1,242,0,0,0,0,2,2
La Paz,Omasuyos,Huarina,QUIMSACHATA,22,21,0,0,1,0,80,19,1,60,0,0,0,0,0,0
La Paz,Omasuyos,Huarina,SAMANCHA,47,45,0,0,1,1,194,43,0,149,0,0,0,0,1,1
La Paz,Omasuyos,Huarina,SIPE SIPE,93,84,1,1,6,1,281,25,0,247,0,1,0,0,4,4
La Paz,Omasuyos,Huarina,SOREJAPA,43,41,1,0,1,0,273,61,0,202,0,0,0,2,3,5
La Paz,Omasuyos,Huarina,TAIRO,29,24,3,0,2,0,178,36,0,138,0,0,0,0,0,4
La Paz,Omasuyos,Huarina,UTAVI,48,46,0,1,1,0,199,32,0,163,0,0,0,0,1,3
La Paz,Omasuyos,Huarina,HUARINA,365,312,14,9,27,3,1554,757,3,744,0,0,0,1,13,36
La Paz,Omasuyos,Huarina,ICRANA,42,33,1,0,8,0,168,14,0,142,0,1,0,0,2,9
La Paz,Omasuyos,Huarina,BERENGUELA,30,30,0,0,0,0,106,24,0,82,0,0,0,0,0,0
La Paz,Omasuyos,Huarina,MOCOMOCO,60,48,3,1,8,0,270,78,0,185,0,1,0,0,0,6
La Paz,Omasuyos,Huarina,SANKAJAWIRA CHICO,18,16,0,2,0,0,93,17,0,72,0,0,0,0,0,4
La Paz,Omasuyos,Huarina,UTAVI CUYAHUANI,40,34,1,1,4,0,194,31,0,158,0,0,0,0,3,2
La Paz,Omasuyos,Huarina,CUYAHUANI,85,79,2,2,1,1,339,73,3,214,1,5,0,0,37,6
La Paz,Omasuyos,Huarina,ISLA COJATA,28,28,0,0,0,0,158,15,0,141,0,0,0,0,0,2
La Paz,Omasuyos,Huarina,COPANCARA,29,27,0,1,1,0,112,52,0,57,0,0,0,0,2,1
La Paz,Omasuyos,Huarina,CENTRO COPANCARA,67,61,0,1,4,1,183,65,0,111,0,0,0,0,2,5
La Paz,Omasuyos,Huarina,KOWIRI,43,40,0,0,3,0,154,17,0,131,0,0,0,0,0,6
La Paz,Omasuyos,Huarina,WISCANTIA,22,20,0,1,1,0,90,24,0,64,0,0,0,0,0,2
La Paz,Omasuyos,Santiago de Huata,CHILLUSIRCA,21,17,1,0,2,1,87,24,1,57,0,0,0,0,1,4
La Paz,Omasuyos,Santiago de Huata,CHANCOROMA,29,27,1,0,0,1,98,10,1,82,0,0,0,0,1,4
La Paz,Omasuyos,Santiago de Huata,CHIGANI ALTO,56,49,1,0,5,1,258,43,1,200,0,0,0,0,1,13
La Paz,Omasuyos,Santiago de Huata,CHIGANI BAJO,23,18,2,1,2,0,169,33,0,132,0,0,0,0,3,1
La Paz,Omasuyos,Santiago de Huata,CUSIJAHUIRA,33,28,3,0,2,0,103,9,0,90,0,0,0,0,3,1
La Paz,Omasuyos,Santiago de Huata,JATAJAHUIRA,38,30,1,3,4,0,144,38,0,101,0,0,0,0,1,4
