Departamento,Provincia,Municipio,Ciudad / Comunidad,Total,Cañería de red,Pileta pública,Carro repartidor (aguatero),Pozo o noria con bomba,Pozo o noria sin bomba,"Lluvia, río, vertiente, acequia","Lago, laguna, curichi",Total,Al alcantarillado,A una cámara séptica,A un pozo ciego,A la calle,"A la quebrada, río","A un lago, laguna, curichi",Total,Red de empresa eléctrica (servicio público),Motor propio,Panel solar,Otra,No tiene
Chuquisaca,Hernando Siles,Monteagudo,PALMARCITO,38,1,1,0,0,0,36,0,2,0,0,2,0,0,0,38,0,5,18,0,15
Chuquisaca,Hernando Siles,Monteagudo,SAN JUAN DEL PIRAI,124,110,4,0,0,0,10,0,95,0,7,87,1,0,0,124,109,0,1,0,14
Chuquisaca,Hernando Siles,Monteagudo,YAJO PAMPA,16,0,2,0,1,7,6,0,0,0,0,0,0,0,0,16,0,1,4,0,11
Chuquisaca,Hernando Siles,Monteagudo,YANA YANA,23,0,0,0,0,0,21,2,0,0,0,0,0,0,0,23,0,0,1,0,22
Chuquisaca,Hernando Siles,Monteagudo,PORONGO,29,4,0,0,1,12,11,1,2,0,0,2,0,0,0,29,0,0,9,0,20
Chuquisaca,Hernando Siles,Monteagudo,PAMPA LARGA,20,2,0,0,3,2,13,0,2,0,0,2,0,0,0,20,0,0,1,0,19
Chuquisaca,Hernando Siles,Monteagudo,MAYU TINKU,20,1,0,0,0,0,19,0,1,0,0,1,0,0,0,20,0,0,4,0,16
Chuquisaca,Hernando Siles,Monteagudo,CACHIMAYU,60,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,7,0,53
Chuquisaca,Hernando Siles,Monteagudo,CARBALLO,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,0,0,5,0,9
Chuquisaca,Hernando Siles,Monteagudo,LOS ARCOS,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,31,0,0,5,0,26
Chuquisaca,Hernando Siles,Monteagudo,EL RODEO,49,18,2,0,0,0,29,0,0,0,0,0,0,0,0,49,0,1,8,1,39
Chuquisaca,Hernando Siles,Monteagudo,FERNANDEZ,36,9,14,0,0,4,9,0,1,0,0,1,0,0,0,36,0,0,4,1,31
Chuquisaca,Hernando Siles,Monteagudo,HIERBA PAMPA,25,1,1,0,0,0,23,0,1,1,0,0,0,0,0,25,1,0,11,0,13
Chuquisaca,Hernando Siles,Monteagudo,POTREROS,15,2,0,0,0,0,13,0,0,0,0,0,0,0,0,15,0,0,6,0,9
Chuquisaca,Hernando Siles,Monteagudo,PUCA MAYU,18,0,1,0,0,1,16,0,0,0,0,0,0,0,0,18,0,0,2,0,16
Chuquisaca,Hernando Siles,Monteagudo,SAN LORENZO,43,7,0,0,0,0,36,0,1,0,0,1,0,0,0,43,0,2,12,0,29
Chuquisaca,Hernando Siles,Monteagudo,SAUCESITOS,13,0,0,0,0,1,12,0,0,0,0,0,0,0,0,13,0,0,4,0,9
Chuquisaca,Hernando Siles,Monteagudo,ULIULI,15,1,0,0,0,0,14,0,0,0,0,0,0,0,0,15,0,0,4,0,11
Chuquisaca,Hernando Siles,Monteagudo,VALLECITOS,13,0,0,0,0,1,12,0,0,0,0,0,0,0,0,13,0,0,0,0,13
Chuquisaca,Hernando Siles,Monteagudo,AGUA Y LECHE,25,0,2,0,5,4,14,0,1,0,0,1,0,0,0,25,0,1,5,0,19
Chuquisaca,Hernando Siles,Monteagudo,EL BAÑADO,30,2,0,0,5,3,20,0,2,0,0,2,0,0,0,30,0,0,4,0,26
Chuquisaca,Hernando Siles,Monteagudo,CHACO BAÑADO,31,0,0,0,0,0,29,2,0,0,0,0,0,0,0,31,0,1,3,0,27
Chuquisaca,Hernando Siles,Huacareta,ABRA DEL IVIO,39,12,6,0,1,3,17,0,1,0,0,1,0,0,0,39,22,0,0,0,17
Chuquisaca,Hernando Siles,Huacareta,GUAYAVILLAR,39,27,3,0,0,0,9,0,12,0,0,12,0,0,0,39,22,0,3,0,14
Chuquisaca,Hernando Siles,Huacareta,HUACARETA,391,375,14,0,0,1,1,0,301,228,4,69,0,0,0,391,364,0,0,2,25
Chuquisaca,Hernando Siles,Huacareta,IBOBE,9,4,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,9
Chuquisaca,Hernando Siles,Huacareta,ITAPO,24,16,0,0,0,0,8,0,4,0,2,2,0,0,0,24,15,0,2,0,7
Chuquisaca,Hernando Siles,Huacareta,PIRAYCITO,153,85,1,0,0,1,63,3,55,4,1,50,0,0,0,153,86,1,13,0,53
Chuquisaca,Hernando Siles,Huacareta,SANTA MARIA,22,1,0,0,1,2,18,0,2,0,0,2,0,0,0,22,0,2,6,0,14
Chuquisaca,Hernando Siles,Huacareta,TOTORENDA,49,35,7,0,1,1,5,0,14,1,2,10,0,0,1,49,15,2,2,0,30
Chuquisaca,Hernando Siles,Huacareta,SAN JOSE,35,19,0,0,2,0,14,0,5,0,1,4,0,0,0,35,15,0,0,0,20
Chuquisaca,Hernando Siles,Huacareta,CASA ALTA,32,23,0,0,0,0,9,0,5,0,5,0,0,0,0,32,5,0,3,0,24
Chuquisaca,Hernando Siles,Huacareta,HUIRASAI,59,2,0,0,0,0,56,1,1,0,1,0,0,0,0,59,29,0,1,0,29
Chuquisaca,Hernando Siles,Huacareta,LAUREL,26,14,0,0,0,0,12,0,4,0,1,3,0,0,0,26,0,0,16,0,10
Chuquisaca,Hernando Siles,Huacareta,YUMAO,43,33,0,0,0,0,9,1,6,0,2,4,0,0,0,43,4,9,9,0,21
Chuquisaca,Hernando Siles,Huacareta,ÑACAMIRI,133,95,7,0,0,0,31,0,22,0,6,16,0,0,0,133,34,5,13,0,81
Chuquisaca,Hernando Siles,Huacareta,CARAPARI (RANCHERIO),5,0,0,0,1,0,4,0,2,0,0,2,0,0,0,5,0,1,2,0,2
Chuquisaca,Hernando Siles,Huacareta,SAUZALITO,30,1,0,0,0,0,29,0,6,0,0,6,0,0,0,30,17,1,2,0,10
Chuquisaca,Hernando Siles,Huacareta,PAMPA GRANDE,12,3,7,0,1,0,1,0,5,0,1,4,0,0,0,12,3,1,0,0,8
Chuquisaca,Hernando Siles,Huacareta,AÑIMBO,85,60,0,0,0,0,25,0,44,1,2,41,0,0,0,85,4,8,10,38,25
Chuquisaca,Hernando Siles,Huacareta,SAUCE MAYO,21,15,0,0,0,0,6,0,0,0,0,0,0,0,0,21,0,0,2,0,19
Chuquisaca,Hernando Siles,Huacareta,DURAZNITOS,62,6,0,0,2,3,51,0,0,0,0,0,0,0,0,62,0,0,3,0,59
Chuquisaca,Hernando Siles,Huacareta,LAS JUNTAS,19,12,0,0,0,0,7,0,3,0,0,3,0,0,0,19,0,0,5,0,14
Chuquisaca,Hernando Siles,Huacareta,PILLO PILLAR,14,7,0,0,0,0,7,0,0,0,0,0,0,0,0,14,0,0,2,0,12
Chuquisaca,Hernando Siles,Huacareta,PINCAL,47,0,0,0,0,5,42,0,2,0,0,2,0,0,0,47,1,3,12,0,31
Chuquisaca,Hernando Siles,Huacareta,PUCA MAYU,19,0,1,0,0,0,18,0,2,0,1,1,0,0,0,19,2,0,3,0,14
Chuquisaca,Hernando Siles,Huacareta,TACURBITE,32,26,0,0,0,0,6,0,6,0,1,5,0,0,0,32,0,1,9,6,16
Chuquisaca,Hernando Siles,Huacareta,URUGUAY,145,70,1,2,0,1,67,4,75,0,4,71,0,0,0,145,0,19,8,32,86
Chuquisaca,Hernando Siles,Huacareta,ATOLLADAR,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3
Chuquisaca,Hernando Siles,Huacareta,ROSAS WAYCO,11,7,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,1,0,0,10
Chuquisaca,Hernando Siles,Huacareta,EL ARENAL,16,11,0,0,0,0,5,0,3,0,0,3,0,0,0,16,0,0,6,0,10
Chuquisaca,Hernando Siles,Huacareta,NOGAL MOCHO,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,1,0,5
Chuquisaca,Hernando Siles,Huacareta,TARTAGALITO,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Chuquisaca,Hernando Siles,Huacareta,CAMPO LARGO,26,23,1,0,0,0,2,0,3,0,0,3,0,0,0,26,0,1,12,0,13
Chuquisaca,Hernando Siles,Huacareta,YAIRIMBIA,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,5
Chuquisaca,Hernando Siles,Huacareta,YAIRE,39,9,5,0,0,0,22,3,2,0,1,1,0,0,0,39,0,0,6,0,33
Chuquisaca,Hernando Siles,Huacareta,ANGUAGUAZU,50,4,0,0,0,2,44,0,7,0,3,4,0,0,0,50,10,1,1,0,38
Chuquisaca,Hernando Siles,Huacareta,ATIRIMBIA,48,44,0,0,0,0,4,0,7,0,5,2,0,0,0,48,0,0,10,0,38
Chuquisaca,Hernando Siles,Huacareta,ITACARAY,44,43,1,0,0,0,0,0,2,0,2,0,0,0,0,44,0,4,2,0,38
Chuquisaca,Hernando Siles,Huacareta,ROSARIO DEL INGRE,100,94,0,0,0,0,6,0,56,0,3,53,0,0,0,100,66,0,2,0,32
Chuquisaca,Hernando Siles,Huacareta,SAN JORGE DE IPATY,68,33,27,0,0,8,0,0,16,0,1,15,0,0,0,68,9,2,0,0,57
Chuquisaca,Hernando Siles,Huacareta,IVAVIRANTY,28,26,1,0,0,0,1,0,0,0,0,0,0,0,0,28,1,1,2,0,24
Chuquisaca,Hernando Siles,Huacareta,ITACUA,32,32,0,0,0,0,0,0,3,0,1,2,0,0,0,32,0,2,3,3,24
Chuquisaca,Hernando Siles,Huacareta,VILLA HERMOSA,27,0,0,0,0,0,27,0,1,0,0,1,0,0,0,27,7,1,1,0,18
Chuquisaca,Hernando Siles,Huacareta,CUMANDAYTI,29,0,0,0,0,0,29,0,2,0,0,2,0,0,0,29,0,3,0,0,26
Chuquisaca,Yamparáez,Tarabuco,ANGOLA,37,1,1,0,0,12,23,0,1,0,1,0,0,0,0,37,0,4,0,0,33
Chuquisaca,Yamparáez,Tarabuco,CAYAMBUCO,41,24,3,0,0,0,14,0,1,0,1,0,0,0,0,41,25,0,0,0,16
Chuquisaca,Yamparáez,Tarabuco,CHIQUERO,26,0,0,0,0,1,25,0,8,0,0,8,0,0,0,26,0,0,0,0,26
Chuquisaca,Yamparáez,Tarabuco,CUSI HUASI,52,32,4,0,0,0,16,0,1,0,1,0,0,0,0,52,20,0,0,0,32
Chuquisaca,Yamparáez,Tarabuco,EL CARMEN,55,39,0,0,1,5,10,0,0,0,0,0,0,0,0,55,11,0,1,1,42
Chuquisaca,Yamparáez,Tarabuco,FICHUYUJ,15,0,0,0,0,0,15,0,10,0,0,10,0,0,0,15,0,0,1,0,14
Chuquisaca,Yamparáez,Tarabuco,HIGUERAS CHILLCA,50,28,11,0,0,9,2,0,24,0,6,17,0,1,0,50,1,0,3,3,43
Chuquisaca,Yamparáez,Tarabuco,HUMA HUALSU,36,18,9,0,1,0,8,0,1,0,0,1,0,0,0,36,0,0,0,0,36
Chuquisaca,Yamparáez,Tarabuco,ICHUPAMPA,87,0,0,0,0,53,29,5,19,1,1,17,0,0,0,87,32,0,1,1,53
Chuquisaca,Yamparáez,Tarabuco,JATUN KHASA,22,0,0,0,0,2,18,2,0,0,0,0,0,0,0,22,0,0,0,0,22
Chuquisaca,Yamparáez,Tarabuco,JUMBATE,38,36,2,0,0,0,0,0,3,0,0,3,0,0,0,38,0,0,0,0,38
Chuquisaca,Yamparáez,Tarabuco,KAJKA PAMPA,16,6,5,0,0,0,5,0,3,0,0,3,0,0,0,16,0,0,1,0,15
Chuquisaca,Yamparáez,Tarabuco,CIENEGA,54,8,14,0,17,1,14,0,14,4,1,9,0,0,0,54,41,0,0,0,13
Chuquisaca,Yamparáez,Tarabuco,LABRAN QUICHANI,19,9,7,0,0,0,3,0,0,0,0,0,0,0,0,19,0,0,0,0,19
Chuquisaca,Yamparáez,Tarabuco,LAJAS SIJLLA,129,15,13,0,34,8,59,0,6,0,0,6,0,0,0,129,29,0,26,0,74
Chuquisaca,Yamparáez,Tarabuco,LAMBOYO,100,42,28,0,2,11,17,0,4,0,0,4,0,0,0,100,52,0,0,0,48
Chuquisaca,Yamparáez,Tarabuco,MAUCKA HUASI,34,30,1,0,0,0,1,2,22,0,3,19,0,0,0,34,0,2,2,0,30
Chuquisaca,Yamparáez,Tarabuco,MISKHAMAYU,59,55,2,0,0,0,2,0,1,0,0,0,1,0,0,59,35,0,0,0,24
Chuquisaca,Yamparáez,Tarabuco,MOLLE HUATA,85,13,1,0,0,21,43,7,1,0,1,0,0,0,0,85,0,0,46,1,38
Chuquisaca,Yamparáez,Tarabuco,MOLLE MAYU,70,65,5,0,0,0,0,0,0,0,0,0,0,0,0,70,67,0,0,0,3
Chuquisaca,Yamparáez,Tarabuco,OTORUNCO,15,3,0,0,0,1,11,0,0,0,0,0,0,0,0,15,0,0,0,0,15
Chuquisaca,Yamparáez,Tarabuco,PALAMANA,9,0,1,0,0,0,8,0,3,0,0,3,0,0,0,9,0,0,0,0,9
Chuquisaca,Yamparáez,Tarabuco,PAMPA LUPIARA,232,79,37,0,0,25,91,0,21,0,0,20,0,1,0,232,180,0,0,2,50
Chuquisaca,Yamparáez,Tarabuco,PISILY,72,47,16,1,0,6,1,1,33,0,1,32,0,0,0,72,44,1,1,0,26
Chuquisaca,Yamparáez,Tarabuco,PUCA PUCA,76,63,6,0,0,0,6,1,21,0,0,21,0,0,0,76,39,0,0,0,37
Chuquisaca,Yamparáez,Tarabuco,SAN JORGE DE KOLLPA,55,45,0,0,0,0,10,0,8,0,1,7,0,0,0,55,3,0,0,0,52
Chuquisaca,Yamparáez,Tarabuco,SARUFAYA,61,60,1,0,0,0,0,0,39,38,0,1,0,0,0,61,55,0,1,0,5
Chuquisaca,Yamparáez,Tarabuco,SIPUCO,28,27,0,0,0,0,1,0,6,6,0,0,0,0,0,28,0,0,0,6,22
Chuquisaca,Yamparáez,Tarabuco,THAYA HUACA,50,1,1,0,1,38,9,0,23,0,1,22,0,0,0,50,1,0,1,0,48
Chuquisaca,Yamparáez,Tarabuco,THIPA WILLKHI,46,10,0,0,0,0,30,6,1,0,0,1,0,0,0,46,0,1,0,1,44
Chuquisaca,Yamparáez,Tarabuco,THOLA MAYU,13,12,0,0,0,0,1,0,3,0,0,3,0,0,0,13,0,0,0,0,13
Chuquisaca,Yamparáez,Tarabuco,TUNAS CHILLCA,40,7,0,4,0,0,29,0,17,0,1,13,0,2,1,40,0,2,0,0,38
Chuquisaca,Yamparáez,Tarabuco,VILA VILA,80,10,27,0,0,2,41,0,19,0,0,16,1,2,0,80,76,0,0,0,4
Chuquisaca,Yamparáez,Tarabuco,VILLISTOCA,38,1,1,0,0,16,20,0,0,0,0,0,0,0,0,38,19,0,0,0,19
Chuquisaca,Yamparáez,Tarabuco,VISCACHANI,29,0,5,0,0,6,7,11,1,0,0,1,0,0,0,29,2,0,0,0,27
Chuquisaca,Yamparáez,Tarabuco,YOROMA,25,18,0,0,0,0,7,0,1,0,1,0,0,0,0,25,0,0,1,0,24
Chuquisaca,Yamparáez,Tarabuco,CORORO,225,200,25,0,0,0,0,0,183,180,0,1,0,2,0,225,220,0,1,0,4
Chuquisaca,Yamparáez,Tarabuco,HUASI HUASI,18,15,0,0,0,1,2,0,6,0,3,3,0,0,0,18,2,0,0,0,16
Chuquisaca,Yamparáez,Tarabuco,JATUN CHURICANA,77,67,6,0,0,0,4,0,1,0,0,1,0,0,0,77,2,0,9,0,66
Chuquisaca,Yamparáez,Tarabuco,JUTUN MAYU,80,17,10,0,4,1,48,0,22,0,5,16,0,1,0,80,16,0,0,0,64
Chuquisaca,Yamparáez,Tarabuco,JATUN QUICHANI,36,32,0,0,0,0,4,0,1,0,0,1,0,0,0,36,0,0,1,0,35
Chuquisaca,Yamparáez,Tarabuco,KHARA KHARA,8,2,5,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,2,6
Chuquisaca,Yamparáez,Tarabuco,LABRAN MAYU,52,25,11,0,0,7,9,0,6,0,0,5,1,0,0,52,36,0,0,0,16
Chuquisaca,Yamparáez,Tarabuco,MORADO CKASSA,104,69,34,0,0,1,0,0,34,17,0,17,0,0,0,104,90,1,0,0,13
Chuquisaca,Yamparáez,Tarabuco,PUCA PUCA SURIMA,15,6,6,0,0,2,0,1,1,0,0,1,0,0,0,15,0,0,0,0,15
Chuquisaca,Yamparáez,Tarabuco,QUIRUSILLAS,32,20,0,0,0,6,6,0,0,0,0,0,0,0,0,32,21,0,1,0,10
Chuquisaca,Yamparáez,Tarabuco,RINCON LUPIARA,95,53,3,0,0,8,30,1,14,0,0,12,1,1,0,95,54,0,0,0,41
Chuquisaca,Yamparáez,Tarabuco,SAN ANTONIO DE TOCA,52,29,14,0,0,4,5,0,8,1,0,7,0,0,0,52,40,0,0,0,12
Chuquisaca,Yamparáez,Tarabuco,SAN JOAQUIN,18,0,0,0,0,0,13,5,1,0,0,1,0,0,0,18,0,0,1,0,17
Chuquisaca,Yamparáez,Tarabuco,SAN JOSE DEL PAREDON,154,120,22,0,0,3,9,0,0,0,0,0,0,0,0,154,23,0,0,0,131
Chuquisaca,Yamparáez,Tarabuco,SURIMA GRANDE,43,26,1,0,0,13,3,0,2,0,0,2,0,0,0,43,23,0,0,0,20
Chuquisaca,Yamparáez,Tarabuco,TARABUCO,781,672,62,0,1,2,29,15,472,457,2,9,2,2,0,781,709,1,0,2,69
Chuquisaca,Yamparáez,Tarabuco,TARCAÑI ALTA,55,8,1,0,0,0,46,0,3,0,2,1,0,0,0,55,10,0,0,0,45
Chuquisaca,Yamparáez,Tarabuco,SURIMA CHICA,67,57,1,0,0,1,8,0,36,1,4,31,0,0,0,67,55,0,0,0,12
Chuquisaca,Yamparáez,Tarabuco,PUNO,27,19,0,0,1,0,7,0,4,0,0,4,0,0,0,27,0,0,0,0,27
Chuquisaca,Yamparáez,Tarabuco,MOLLE ORCKO,15,0,1,0,0,14,0,0,1,0,0,1,0,0,0,15,0,0,0,0,15
Chuquisaca,Yamparáez,Tarabuco,YURAC PUNKU,10,1,0,0,0,0,9,0,0,0,0,0,0,0,0,10,1,0,0,0,9
Chuquisaca,Yamparáez,Tarabuco,QUILLAKAMANI,56,50,0,0,1,4,1,0,3,0,1,2,0,0,0,56,0,0,28,11,17
Chuquisaca,Yamparáez,Tarabuco,JACOTA,11,8,0,0,0,0,3,0,5,0,2,3,0,0,0,11,8,0,0,0,3
Chuquisaca,Yamparáez,Tarabuco,MOROMARCA,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,25
Chuquisaca,Yamparáez,Tarabuco,JATUN RUMY,11,9,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,11
Chuquisaca,Yamparáez,Tarabuco,SUNDIRI ALTA,12,0,0,0,0,0,12,0,6,0,0,6,0,0,0,12,0,0,0,0,12
Chuquisaca,Yamparáez,Tarabuco,ACHIA,28,0,11,0,2,10,5,0,2,0,1,1,0,0,0,28,0,0,0,0,28
Chuquisaca,Yamparáez,Tarabuco,CHUÑO PAMPA,16,0,15,0,0,0,1,0,0,0,0,0,0,0,0,16,14,0,0,0,2
Chuquisaca,Yamparáez,Tarabuco,JARKA KASA,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4
Chuquisaca,Yamparáez,Tarabuco,HUACAC LOCOTONI,30,0,0,0,0,0,30,0,1,0,0,1,0,0,0,30,1,0,0,0,29
Chuquisaca,Yamparáez,Tarabuco,KOLLPA,29,7,3,0,0,13,5,1,0,0,0,0,0,0,0,29,0,0,0,1,28
Chuquisaca,Yamparáez,Tarabuco,PUJLLUNI,34,21,0,0,0,0,13,0,2,0,0,2,0,0,0,34,1,0,1,0,32
Chuquisaca,Yamparáez,Tarabuco,SECTOR TALISCO,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,25
Chuquisaca,Yamparáez,Tarabuco,KOLLACHIWANMAYU,11,10,1,0,0,0,0,0,1,0,0,1,0,0,0,11,0,0,0,0,11
Chuquisaca,Yamparáez,Tarabuco,SIUNDIRI,36,0,2,0,0,0,34,0,1,0,1,0,0,0,0,36,0,0,1,0,35
Chuquisaca,Yamparáez,Tarabuco,RINCON LUPIARA YANA KOLLPA,20,13,3,0,0,0,4,0,0,0,0,0,0,0,0,20,0,0,1,0,19
Chuquisaca,Yamparáez,Tarabuco,TARCAÑI BAJA,45,3,0,0,0,0,41,1,1,0,0,1,0,0,0,45,15,0,0,0,30
Chuquisaca,Yamparáez,Tarabuco,TROJAS,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,4,12
Chuquisaca,Yamparáez,Tarabuco,YERBA BUENA,20,6,0,0,0,2,12,0,5,0,0,2,0,3,0,20,0,0,0,0,20
Chuquisaca,Yamparáez,Tarabuco,LAMPACILLOS,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,13
Chuquisaca,Yamparáez,Tarabuco,PAJCHA,34,0,0,0,1,0,33,0,1,0,0,1,0,0,0,34,17,0,0,0,17
Chuquisaca,Yamparáez,Tarabuco,TAMBO ATAJO,24,0,0,0,0,2,22,0,2,1,0,1,0,0,0,24,0,0,1,0,23
Chuquisaca,Yamparáez,Tarabuco,YURAC PUJYU,28,0,0,0,0,0,28,0,0,0,0,0,0,0,0,28,0,0,1,0,27
Chuquisaca,Yamparáez,Yamparáez,CANCHA PAMPA,25,0,0,0,10,3,12,0,0,0,0,0,0,0,0,25,0,0,1,8,16
Chuquisaca,Yamparáez,Yamparáez,ALCANTARI,166,100,14,0,19,3,28,2,142,90,5,45,0,2,0,166,97,4,0,6,59
Chuquisaca,Yamparáez,Yamparáez,CARAMA,97,1,0,0,3,0,93,0,4,0,3,1,0,0,0,97,0,0,3,1,93
Chuquisaca,Yamparáez,Yamparáez,CKOMPUCO,73,4,0,0,0,38,29,2,1,0,0,1,0,0,0,73,0,4,0,0,69
Chuquisaca,Yamparáez,Yamparáez,ESCANA,106,70,2,0,2,0,32,0,29,2,2,25,0,0,0,106,98,0,0,0,8
Chuquisaca,Yamparáez,Yamparáez,ESKIZMA,16,10,0,0,0,1,5,0,4,0,0,4,0,0,0,16,0,0,0,0,16
Chuquisaca,Yamparáez,Yamparáez,GUADALUPE,28,0,0,0,0,6,20,2,0,0,0,0,0,0,0,28,0,0,0,0,28
Chuquisaca,Yamparáez,Yamparáez,KACHUQUIRA,27,11,0,0,0,1,15,0,0,0,0,0,0,0,0,27,0,0,0,1,26
Chuquisaca,Yamparáez,Yamparáez,KATEQUILLA,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,15
Chuquisaca,Yamparáez,Yamparáez,KOTA,32,15,0,0,0,0,17,0,3,0,2,1,0,0,0,32,24,0,0,1,7
Chuquisaca,Yamparáez,Yamparáez,LAVADERO,56,35,7,0,1,5,8,0,28,0,0,28,0,0,0,56,47,0,0,0,9
Chuquisaca,Yamparáez,Yamparáez,LLOQUES,55,0,0,0,0,28,27,0,8,0,0,7,0,1,0,55,2,0,0,1,52
Chuquisaca,Yamparáez,Yamparáez,MOLLES,19,0,0,0,3,4,12,0,0,0,0,0,0,0,0,19,7,1,0,0,11
Chuquisaca,Yamparáez,Yamparáez,PATA LLAJTA,112,0,0,0,3,0,96,13,3,0,0,3,0,0,0,112,12,5,2,0,93
Chuquisaca,Yamparáez,Yamparáez,PULQUI AVAROA,114,101,2,0,0,3,6,2,92,1,1,89,0,0,1,114,63,1,1,0,49
Chuquisaca,Yamparáez,Yamparáez,QUIRAGUANI,83,1,0,0,18,29,34,1,49,1,2,18,17,11,0,83,1,0,2,0,80
Chuquisaca,Yamparáez,Yamparáez,SAN JOSE DE MOLLES,69,2,0,0,0,0,67,0,4,0,3,1,0,0,0,69,60,0,0,2,7
Chuquisaca,Yamparáez,Yamparáez,SAUCE PAMPA,53,14,3,0,0,1,35,0,21,0,1,20,0,0,0,53,28,0,0,0,25
Chuquisaca,Yamparáez,Yamparáez,SELLA ORKO,19,0,10,0,0,0,9,0,3,0,0,0,0,3,0,19,0,0,0,1,18
Chuquisaca,Yamparáez,Yamparáez,SIRICHACA,55,0,0,0,1,16,37,1,1,0,0,1,0,0,0,55,24,0,0,0,31
Chuquisaca,Yamparáez,Yamparáez,SOROJCHI,30,12,0,0,14,1,2,1,0,0,0,0,0,0,0,30,26,0,0,0,4
Chuquisaca,Yamparáez,Yamparáez,CONCEPCION,115,3,4,0,0,0,108,0,29,0,18,8,0,2,1,115,2,11,2,1,99
Chuquisaca,Yamparáez,Yamparáez,ERA PAMPA,41,31,1,0,0,0,9,0,21,0,0,21,0,0,0,41,29,0,0,0,12
Chuquisaca,Yamparáez,Yamparáez,HUASA CANCHA,49,0,0,0,0,0,49,0,6,0,0,4,0,2,0,49,36,0,0,0,13
Chuquisaca,Yamparáez,Yamparáez,MOLLE PUNKU,122,57,6,2,1,10,23,23,15,0,0,14,0,1,0,122,77,0,0,1,44
Chuquisaca,Yamparáez,Yamparáez,PAMPA YAMPARA,112,64,18,2,7,7,9,5,44,0,1,41,1,1,0,112,82,0,0,1,29
Chuquisaca,Yamparáez,Yamparáez,SAJPAYA,100,2,0,0,0,6,92,0,6,0,1,4,0,1,0,100,5,0,1,0,94
Chuquisaca,Yamparáez,Yamparáez,SAN JUAN,85,40,9,0,0,1,35,0,7,0,1,6,0,0,0,85,35,0,0,0,50
Chuquisaca,Yamparáez,Yamparáez,TALAHUANCA,59,0,1,0,0,12,46,0,2,0,0,2,0,0,0,59,1,0,2,0,56
Chuquisaca,Yamparáez,Yamparáez,URA SAN JUAN,39,0,0,0,0,0,37,2,0,0,0,0,0,0,0,39,1,0,0,0,38
Chuquisaca,Yamparáez,Yamparáez,YAMPARAEZ,354,253,30,0,12,37,22,0,178,151,5,18,0,4,0,354,303,1,0,0,50
Chuquisaca,Yamparáez,Yamparáez,SAN ANTONIO,23,0,1,0,0,0,22,0,0,0,0,0,0,0,0,23,16,0,0,5,2
Chuquisaca,Yamparáez,Yamparáez,CERCO PAMPA,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,12
Chuquisaca,Yamparáez,Yamparáez,PACCHA PATA,44,40,1,0,0,0,3,0,2,1,1,0,0,0,0,44,4,0,0,0,40
Chuquisaca,Yamparáez,Yamparáez,ACHARANI,18,0,0,0,0,4,13,1,0,0,0,0,0,0,0,18,1,0,0,1,16
Chuquisaca,Yamparáez,Yamparáez,PALKA MAYU,12,0,0,0,0,6,6,0,0,0,0,0,0,0,0,12,0,0,0,0,12
Chuquisaca,Yamparáez,Yamparáez,CATANA,59,57,0,0,0,0,1,1,0,0,0,0,0,0,0,59,18,0,0,0,41
Chuquisaca,Yamparáez,Yamparáez,JATUN KHAKHA,74,0,0,0,62,6,6,0,7,0,1,3,3,0,0,74,42,0,0,0,32
Chuquisaca,Yamparáez,Yamparáez,LA MENDOZA,98,87,1,0,0,1,7,2,3,0,3,0,0,0,0,98,61,0,0,3,34
Chuquisaca,Yamparáez,Yamparáez,POTRERO,29,12,0,0,0,0,17,0,1,0,0,0,0,1,0,29,0,0,1,0,28
Chuquisaca,Yamparáez,Yamparáez,MARA PAMAPA,11,0,0,0,0,0,9,2,0,0,0,0,0,0,0,11,0,0,0,0,11
Chuquisaca,Yamparáez,Yamparáez,TIHUACANA,31,8,18,0,0,2,0,3,1,0,0,1,0,0,0,31,19,0,0,5,7
Chuquisaca,Yamparáez,Yamparáez,SOTOMAYOR,213,186,1,0,17,1,8,0,193,191,0,2,0,0,0,213,196,0,0,0,17
