Departamento,Provincia,Municipio,Ciudad / Comunidad,Total,Cañería de red,Pileta pública,Carro repartidor (aguatero),Pozo o noria con bomba,Pozo o noria sin bomba,"Lluvia, río, vertiente, acequia","Lago, laguna, curichi",Total,Al alcantarillado,A una cámara séptica,A un pozo ciego,A la calle,"A la quebrada, río","A un lago, laguna, curichi",Total,Red de empresa eléctrica (servicio público),Motor propio,Panel solar,Otra,No tiene
La Paz,Loayza,Malla,QUINTURANI,58,16,24,0,1,16,1,0,23,0,3,20,0,0,0,58,45,1,0,0,12
La Paz,Loayza,Malla,KALA HUANCANI,14,0,13,0,0,1,0,0,0,0,0,0,0,0,0,14,10,0,1,0,3
La Paz,Loayza,Malla,LARANCOTA,17,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17,0,16,0,0,1
La Paz,Loayza,Malla,JACHUMA,86,9,10,0,21,4,40,2,12,6,6,0,0,0,0,86,18,0,3,20,45
La Paz,Loayza,Malla,JACHAPAMPA,48,45,2,0,0,0,0,1,3,0,0,1,0,2,0,48,47,0,0,0,1
La Paz,Loayza,Malla,RODEO,54,34,10,0,1,9,0,0,20,1,0,19,0,0,0,54,45,0,0,1,8
La Paz,Loayza,Malla,ULLACOPA,8,0,0,0,0,7,0,1,0,0,0,0,0,0,0,8,0,0,0,0,8
La Paz,Loayza,Malla,CHOJÑACOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Paz,Loayza,Malla,MINA MONTE BLANCO,18,0,1,0,0,2,13,2,0,0,0,0,0,0,0,18,1,1,2,0,14
La Paz,Loayza,Malla,BELLA VISTA,41,21,11,0,0,7,2,0,7,0,0,7,0,0,0,41,19,0,0,0,22
La Paz,Loayza,Malla,SORACACHI,59,36,18,0,0,5,0,0,31,0,0,31,0,0,0,59,33,0,0,0,26
La Paz,Loayza,Malla,COQUE,51,39,4,0,0,4,4,0,31,0,2,29,0,0,0,51,22,0,0,0,29
La Paz,Loayza,Malla,JANKO JAKE,14,9,2,0,0,3,0,0,4,0,0,4,0,0,0,14,10,0,0,0,4
La Paz,Loayza,Cairoma,CAIROMA,186,147,16,0,0,4,18,1,18,2,1,15,0,0,0,186,151,0,0,0,35
La Paz,Loayza,Cairoma,BAJADERIA,85,74,0,0,0,6,5,0,1,0,1,0,0,0,0,85,77,0,0,0,8
La Paz,Loayza,Cairoma,COLLANA,34,23,0,0,0,5,6,0,19,0,0,19,0,0,0,34,23,0,0,0,11
La Paz,Loayza,Cairoma,HUMARUTA ALTA,38,19,18,0,0,0,1,0,0,0,0,0,0,0,0,38,33,0,0,0,5
La Paz,Loayza,Cairoma,HUMARUTA BAJA,34,17,12,0,0,0,5,0,1,0,0,1,0,0,0,34,25,0,0,0,9
La Paz,Loayza,Cairoma,MURMUNTANI,21,0,0,0,0,0,21,0,5,0,0,5,0,0,0,21,15,0,0,0,6
La Paz,Loayza,Cairoma,PARARANI,68,19,29,0,0,13,7,0,35,0,0,35,0,0,0,68,55,0,0,0,13
La Paz,Loayza,Cairoma,UCHAMBAYA,56,18,13,0,3,13,6,3,16,0,0,7,1,8,0,56,47,0,0,0,9
La Paz,Loayza,Cairoma,WILAPAMPA,68,0,0,0,0,16,52,0,6,0,0,6,0,0,0,68,63,0,0,0,5
La Paz,Loayza,Cairoma,KENKO,34,0,1,0,0,23,10,0,0,0,0,0,0,0,0,34,1,0,0,0,33
La Paz,Loayza,Cairoma,SAYA,93,68,10,0,0,0,14,1,0,0,0,0,0,0,0,93,1,0,3,0,89
La Paz,Loayza,Cairoma,PUCARA MILLAVI,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2
La Paz,Loayza,Cairoma,LOMA GRANDE,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,19,0,0,0,0,19
La Paz,Loayza,Cairoma,AGUA SALUD,36,0,14,0,1,17,4,0,13,0,0,13,0,0,0,36,26,0,0,0,10
La Paz,Loayza,Cairoma,CASTILLOMA,37,19,5,0,0,6,7,0,2,0,0,2,0,0,0,37,26,0,0,0,11
La Paz,Loayza,Cairoma,COROCUTA,38,17,10,0,0,0,11,0,5,0,1,4,0,0,0,38,26,0,0,0,12
La Paz,Loayza,Cairoma,KERAYA,59,4,3,0,0,0,49,3,2,0,2,0,0,0,0,59,47,0,0,0,12
La Paz,Loayza,Cairoma,KHARA,66,60,1,0,3,2,0,0,14,0,0,14,0,0,0,66,42,0,0,0,24
La Paz,Loayza,Cairoma,MACHACAMARCA,12,11,1,0,0,0,0,0,2,0,0,2,0,0,0,12,10,0,0,0,2
La Paz,Loayza,Cairoma,QUEBRADA,49,32,0,0,1,11,5,0,1,0,0,1,0,0,0,49,29,1,0,0,19
La Paz,Loayza,Cairoma,SACANI,29,23,1,0,0,5,0,0,3,0,0,2,0,1,0,29,19,0,1,0,9
La Paz,Loayza,Cairoma,SANUMARCA,48,40,3,0,0,0,2,3,6,0,0,6,0,0,0,48,38,0,0,0,10
La Paz,Loayza,Cairoma,SICO,32,0,0,0,0,0,32,0,0,0,0,0,0,0,0,32,0,2,1,0,29
La Paz,Loayza,Cairoma,SORA SORA,23,0,0,0,0,21,2,0,6,1,3,1,0,1,0,23,12,0,0,0,11
La Paz,Loayza,Cairoma,YUNGA YUNGA,80,70,1,0,0,1,8,0,61,2,2,57,0,0,0,80,68,0,0,0,12
La Paz,Loayza,Cairoma,MACHACAMARCA ALTA,35,33,1,0,0,0,1,0,0,0,0,0,0,0,0,35,29,0,0,0,6
La Paz,Loayza,Cairoma,VILLA PUCARANI,64,54,3,0,0,1,6,0,43,4,0,38,1,0,0,64,56,0,0,0,8
La Paz,Loayza,Cairoma,AMARU,28,0,0,0,1,8,18,1,0,0,0,0,0,0,0,28,0,0,0,0,28
La Paz,Loayza,Cairoma,CUSIRAYA,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,0,1,0,0,20
La Paz,Loayza,Cairoma,HUICHURAYA,54,49,2,0,0,0,0,3,3,0,0,3,0,0,0,54,49,0,0,0,5
La Paz,Loayza,Cairoma,TUNCU CHURU,26,0,0,0,0,26,0,0,2,2,0,0,0,0,0,26,0,0,0,0,26
La Paz,Loayza,Cairoma,KOTAÑA,30,29,0,0,0,0,0,1,2,0,0,2,0,0,0,30,26,0,0,0,4
La Paz,Loayza,Cairoma,CEBADA PATA,47,30,2,0,0,0,15,0,8,0,0,8,0,0,0,47,42,0,0,0,5
La Paz,Loayza,Cairoma,COLLPANI,171,107,42,0,4,3,15,0,17,0,2,15,0,0,0,171,147,0,0,0,24
La Paz,Loayza,Cairoma,HUERTA GRANDE,43,41,0,0,0,0,2,0,31,12,6,13,0,0,0,43,39,0,0,0,4
La Paz,Loayza,Cairoma,LA LLOJA,146,105,7,0,1,0,33,0,8,0,4,4,0,0,0,146,123,0,0,1,22
La Paz,Loayza,Cairoma,PACUCHANI CHINCHICO,16,11,4,0,0,0,1,0,0,0,0,0,0,0,0,16,16,0,0,0,0
La Paz,Loayza,Cairoma,TACOPAMPA,42,38,0,0,0,0,4,0,3,0,3,0,0,0,0,42,31,0,0,0,11
La Paz,Loayza,Cairoma,TIRCO,57,41,11,0,0,1,4,0,14,0,4,10,0,0,0,57,51,0,0,0,6
La Paz,Loayza,Cairoma,TORRE PAMPA,68,49,9,0,0,0,8,2,43,0,4,39,0,0,0,68,59,0,0,0,9
La Paz,Loayza,Cairoma,TUCURPAYA,44,31,1,0,0,0,12,0,31,0,0,31,0,0,0,44,42,0,0,0,2
La Paz,Loayza,Cairoma,VILOCO,529,387,71,1,7,12,50,1,39,25,0,8,0,6,0,529,507,0,0,0,22
La Paz,Loayza,Cairoma,AHIJADERA,59,35,14,0,1,7,2,0,33,4,0,29,0,0,0,59,52,0,1,0,6
La Paz,Loayza,Cairoma,SUMIRAYA,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,0,0,0,9
La Paz,Loayza,Cairoma,TENERIA,33,27,0,0,1,0,5,0,23,0,0,23,0,0,0,33,30,0,0,0,3
La Paz,Loayza,Cairoma,TOLDOJANI CHILCUYO,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,16,0,0,0,4
La Paz,Loayza,Cairoma,ASIENTO ARACA,92,82,9,0,0,0,1,0,8,2,0,6,0,0,0,92,83,0,0,0,9
La Paz,Loayza,Cairoma,COTAPAMPA,28,16,2,0,1,4,5,0,22,0,1,21,0,0,0,28,25,0,0,0,3
La Paz,Loayza,Cairoma,MACHACAMARCA BAJA,81,78,0,0,0,3,0,0,4,0,1,3,0,0,0,81,79,0,0,0,2
La Paz,Loayza,Cairoma,TIENDA PATA,62,55,5,1,0,0,1,0,4,1,0,2,1,0,0,62,55,0,0,0,7
La Paz,Inquisivi,Inquisivi,ACUTANI,46,31,6,0,0,6,3,0,8,0,0,8,0,0,0,46,2,0,1,0,43
La Paz,Inquisivi,Inquisivi,CANQUI CHICO,96,11,5,0,1,13,65,1,24,0,2,22,0,0,0,96,75,1,1,0,19
La Paz,Inquisivi,Inquisivi,CANQUI GRANDE,42,38,1,0,0,2,1,0,6,0,0,6,0,0,0,42,21,0,2,0,19
La Paz,Inquisivi,Inquisivi,CHOROCONA,86,65,3,0,0,12,6,0,19,0,5,14,0,0,0,86,66,0,0,0,20
La Paz,Inquisivi,Inquisivi,IGUSANI,20,0,7,0,0,9,0,4,4,0,0,4,0,0,0,20,0,0,4,0,16
La Paz,Inquisivi,Inquisivi,LACA LACA,27,21,5,0,0,1,0,0,4,0,0,4,0,0,0,27,26,0,0,0,1
La Paz,Inquisivi,Inquisivi,SITA,133,109,8,0,1,7,8,0,35,0,1,34,0,0,0,133,97,0,2,0,34
La Paz,Inquisivi,Inquisivi,TAUCARASI,65,46,6,0,0,2,11,0,13,1,0,12,0,0,0,65,29,0,1,0,35
La Paz,Inquisivi,Inquisivi,TIA CANQUI,31,20,0,0,0,0,11,0,3,0,1,2,0,0,0,31,22,0,1,0,8
La Paz,Inquisivi,Inquisivi,TUPUYO,25,14,7,0,0,3,1,0,0,0,0,0,0,0,0,25,17,0,0,0,8
La Paz,Inquisivi,Inquisivi,VILACOTA,39,25,0,0,0,13,1,0,10,0,0,8,0,2,0,39,25,0,0,0,14
La Paz,Inquisivi,Inquisivi,YAMORA,59,47,6,0,1,4,1,0,16,0,0,16,0,0,0,59,27,0,0,0,32
La Paz,Inquisivi,Inquisivi,INQUISIVI,238,211,23,0,0,0,4,0,159,146,6,5,2,0,0,238,219,1,0,0,18
La Paz,Inquisivi,Inquisivi,ALTO CURACHAPI,9,0,0,0,0,4,5,0,0,0,0,0,0,0,0,9,1,0,0,0,8
La Paz,Inquisivi,Inquisivi,CAYCHANI,33,25,7,0,0,0,1,0,12,0,0,12,0,0,0,33,0,0,1,0,32
La Paz,Inquisivi,Inquisivi,JASSA,15,9,0,0,0,0,6,0,4,0,0,4,0,0,0,15,0,0,0,0,15
La Paz,Inquisivi,Inquisivi,KALLIRI MICAYANI,25,21,2,0,0,2,0,0,5,1,1,3,0,0,0,25,17,0,0,0,8
La Paz,Inquisivi,Inquisivi,ALTO MICAYANI,13,11,0,0,0,0,2,0,1,1,0,0,0,0,0,13,5,0,0,0,8
La Paz,Inquisivi,Inquisivi,MACHACAMARCA II,20,11,0,0,0,9,0,0,2,0,0,2,0,0,0,20,0,0,0,0,20
La Paz,Inquisivi,Inquisivi,TOQUIBOMBO,27,0,0,0,0,0,27,0,2,0,0,2,0,0,0,27,0,0,2,0,25
La Paz,Inquisivi,Inquisivi,CAVARI,86,61,4,0,0,21,0,0,18,7,5,6,0,0,0,86,61,0,11,0,14
La Paz,Inquisivi,Inquisivi,ALACAYA,25,16,0,0,0,2,7,0,0,0,0,0,0,0,0,25,9,0,0,0,16
La Paz,Inquisivi,Inquisivi,ANCOKAHUA,19,11,0,0,0,2,6,0,0,0,0,0,0,0,0,19,12,0,0,0,7
La Paz,Inquisivi,Inquisivi,CASCAVI,19,0,3,0,0,10,6,0,0,0,0,0,0,0,0,19,0,0,2,0,17
La Paz,Inquisivi,Inquisivi,CHIARHUTA CALLAPA,124,9,46,0,0,35,33,1,6,1,1,4,0,0,0,124,0,1,9,0,114
La Paz,Inquisivi,Inquisivi,CORIRE,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,4,0,4
La Paz,Inquisivi,Inquisivi,CHUSECA,36,1,1,0,4,7,23,0,0,0,0,0,0,0,0,36,0,0,2,0,34
La Paz,Inquisivi,Inquisivi,COPACHULLPA,44,40,1,0,0,1,1,1,1,0,0,1,0,0,0,44,0,0,1,0,43
La Paz,Inquisivi,Inquisivi,HABARA,80,32,13,0,0,12,20,3,7,1,0,5,0,1,0,80,0,0,7,0,73
La Paz,Inquisivi,Inquisivi,LUPCHAPI,55,12,0,0,0,29,14,0,0,0,0,0,0,0,0,55,11,0,0,0,44
La Paz,Inquisivi,Inquisivi,PACOPAMPA,76,0,0,0,0,3,73,0,1,0,0,1,0,0,0,76,0,0,10,0,66
La Paz,Inquisivi,Inquisivi,VICONTAYA,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0
La Paz,Inquisivi,Inquisivi,TUYINI,12,7,0,0,0,5,0,0,1,0,1,0,0,0,0,12,1,0,0,0,11
La Paz,Inquisivi,Inquisivi,CHIARHUTA CAQUINGORA,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,30,0,0,2,0,28
La Paz,Inquisivi,Inquisivi,APILLUMA,57,2,3,0,0,11,40,1,3,0,0,2,0,1,0,57,0,0,8,1,48
La Paz,Inquisivi,Inquisivi,ARCOPONGO,85,23,37,0,0,3,22,0,6,1,0,5,0,0,0,85,0,4,19,3,59
La Paz,Inquisivi,Inquisivi,ARCOPONGO SEGUNDO,45,37,2,0,0,5,1,0,4,0,0,4,0,0,0,45,0,2,3,0,40
La Paz,Inquisivi,Inquisivi,CALA CALA,16,3,5,0,0,0,8,0,0,0,0,0,0,0,0,16,0,0,3,0,13
La Paz,Inquisivi,Inquisivi,CARGADERO,30,0,0,0,0,7,23,0,0,0,0,0,0,0,0,30,0,0,1,0,29
La Paz,Inquisivi,Inquisivi,CHAPAPANI,37,17,3,0,0,1,16,0,4,0,0,4,0,0,0,37,0,0,10,0,27
La Paz,Inquisivi,Inquisivi,CHULLPA MARCA,36,0,0,0,0,0,36,0,4,0,0,4,0,0,0,36,0,2,1,10,23
La Paz,Inquisivi,Inquisivi,HUACA PLAZA,20,0,0,0,0,3,17,0,19,0,0,19,0,0,0,20,0,2,3,0,15
La Paz,Inquisivi,Inquisivi,CEDRO PAMPA,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,6
La Paz,Inquisivi,Inquisivi,HUMAN CHORRO,16,0,0,0,0,7,9,0,0,0,0,0,0,0,0,16,0,0,0,0,16
La Paz,Inquisivi,Inquisivi,LA PLAYA,34,0,0,0,0,4,30,0,6,0,0,6,0,0,0,34,0,0,4,0,30
La Paz,Inquisivi,Inquisivi,MARANCELANI,41,0,0,0,0,2,39,0,0,0,0,0,0,0,0,41,0,0,7,0,34
La Paz,Inquisivi,Inquisivi,NARANJANI,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,13
La Paz,Inquisivi,Inquisivi,KANAMARCA,62,0,0,0,0,0,62,0,46,0,0,44,0,2,0,62,0,1,1,47,13
La Paz,Inquisivi,Inquisivi,SAN MIGUEL,34,0,0,0,0,0,34,0,2,0,0,2,0,0,0,34,0,0,31,0,3
La Paz,Inquisivi,Inquisivi,NUEVA ASCENCION,44,33,4,0,2,1,4,0,3,0,0,3,0,0,0,44,1,1,12,0,30
La Paz,Inquisivi,Inquisivi,LA RINCONADA,10,1,1,0,0,0,8,0,5,0,0,1,0,4,0,10,9,0,0,0,1
La Paz,Inquisivi,Inquisivi,MULU MULU,12,3,0,0,0,0,9,0,0,0,0,0,0,0,0,12,11,0,0,0,1
La Paz,Inquisivi,Inquisivi,CAPILLCHURO,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,2,0,7
La Paz,Inquisivi,Inquisivi,CHACO PAMPA,44,0,3,0,0,13,28,0,2,0,0,2,0,0,0,44,0,0,4,0,40
La Paz,Inquisivi,Inquisivi,CHAUPI CHORO,16,0,0,0,0,5,11,0,7,0,0,7,0,0,0,16,0,0,7,1,8
La Paz,Inquisivi,Inquisivi,EL MINERAL,22,0,0,0,0,4,18,0,1,0,0,1,0,0,0,22,0,0,3,0,19
La Paz,Inquisivi,Inquisivi,JACHAPAMPA,27,0,0,0,0,9,18,0,5,0,0,5,0,0,0,27,0,1,8,0,18
La Paz,Inquisivi,Inquisivi,JACHACAUA,21,0,0,0,0,2,19,0,4,0,0,4,0,0,0,21,0,0,4,0,17
La Paz,Inquisivi,Inquisivi,PALMAR PAMPA,42,2,0,0,1,18,18,3,10,0,0,9,0,1,0,42,0,0,18,2,22
La Paz,Inquisivi,Inquisivi,SAN JACINTO,45,31,5,0,0,0,9,0,23,1,2,20,0,0,0,45,0,1,19,0,25
La Paz,Inquisivi,Inquisivi,SIQUIMIRANI,19,0,1,0,0,8,10,0,0,0,0,0,0,0,0,19,0,0,1,18,0
La Paz,Inquisivi,Inquisivi,MARCA TIGRE,18,1,0,0,0,7,10,0,3,0,0,3,0,0,0,18,0,0,1,0,17
La Paz,Inquisivi,Inquisivi,PATOHOCO,59,1,0,0,0,4,54,0,12,0,0,12,0,0,0,59,0,0,22,0,37
La Paz,Inquisivi,Inquisivi,CHUQUISACA I,27,0,0,0,0,0,27,0,2,0,0,2,0,0,0,27,0,0,3,0,24
La Paz,Inquisivi,Inquisivi,CHUQUISACA II,17,1,0,0,0,15,1,0,1,0,0,0,0,1,0,17,0,0,3,0,14
La Paz,Inquisivi,Inquisivi,CERRO VERDE,5,0,0,0,0,0,5,0,5,0,1,4,0,0,0,5,0,0,0,0,5
La Paz,Inquisivi,Inquisivi,VALLE HERMOSO,37,0,0,0,0,0,37,0,21,0,0,21,0,0,0,37,0,1,0,24,12
La Paz,Inquisivi,Inquisivi,GUARAGUARANI,46,0,0,0,0,0,46,0,24,0,0,24,0,0,0,46,0,6,14,15,11
La Paz,Inquisivi,Inquisivi,JESUS MARIA DE VACAS,7,0,0,0,0,0,6,1,0,0,0,0,0,0,0,7,0,0,0,0,7
La Paz,Inquisivi,Inquisivi,BALZA PAMPA,24,0,0,0,0,0,24,0,1,0,0,0,0,1,0,24,0,0,1,0,23
La Paz,Inquisivi,Inquisivi,VILLA EL CARMEN,33,1,0,0,0,0,32,0,1,0,0,1,0,0,0,33,0,0,14,0,19
La Paz,Inquisivi,Inquisivi,CANTO CHORO,9,0,0,0,0,6,3,0,0,0,0,0,0,0,0,9,0,0,1,0,8
La Paz,Inquisivi,Inquisivi,AGROPECUARIA MINERAL,12,0,0,0,0,6,6,0,0,0,0,0,0,0,0,12,0,0,2,0,10
La Paz,Inquisivi,Inquisivi,HUMA MARCA,19,0,0,0,1,10,7,1,1,0,0,1,0,0,0,19,0,0,2,12,5
La Paz,Inquisivi,Inquisivi,HUARMI JIHUATA,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3
La Paz,Inquisivi,Inquisivi,LARAHUARANCA,42,6,22,1,0,10,3,0,5,0,2,3,0,0,0,42,0,2,8,0,32
La Paz,Inquisivi,Inquisivi,PALMA FLOR,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,1,0,0,15
La Paz,Inquisivi,Inquisivi,SANTO DOMINGO,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,0,0,7,0,7
La Paz,Inquisivi,Inquisivi,TACUARAL,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,31,0,0,4,0,27
La Paz,Inquisivi,Inquisivi,EL PUENTE,11,0,0,0,0,1,3,7,0,0,0,0,0,0,0,11,0,0,0,0,11
La Paz,Inquisivi,Inquisivi,HUALLEQUITANE,8,0,0,0,5,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
La Paz,Inquisivi,Inquisivi,UNIFICADA,37,3,0,0,0,0,31,3,2,0,0,2,0,0,0,37,0,0,11,0,26
La Paz,Inquisivi,Inquisivi,SAN FRANCISCO,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3
La Paz,Inquisivi,Inquisivi,QUIÑOMA,6,0,0,0,0,5,1,0,0,0,0,0,0,0,0,6,0,0,1,1,4
La Paz,Inquisivi,Inquisivi,CORAL DEL MONTE,36,3,0,0,0,29,4,0,1,0,0,1,0,0,0,36,0,3,1,0,32
La Paz,Inquisivi,Inquisivi,SANTA ROSA,33,14,0,0,0,0,19,0,4,0,0,4,0,0,0,33,0,0,16,0,17
La Paz,Inquisivi,Inquisivi,JUÑI MARQUIVIRI,32,14,13,0,0,1,4,0,8,0,2,6,0,0,0,32,25,0,0,0,7
La Paz,Inquisivi,Inquisivi,ENTRE RIOS,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,8
La Paz,Inquisivi,Inquisivi,VISCACHANI,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,1,0,5
La Paz,Inquisivi,Inquisivi,SAN PEDRO,9,2,0,0,0,2,5,0,0,0,0,0,0,0,0,9,0,0,2,0,7
La Paz,Inquisivi,Inquisivi,CRESTON,37,0,0,0,0,0,37,0,0,0,0,0,0,0,0,37,0,0,4,0,33
La Paz,Inquisivi,Inquisivi,FLOR CHAQUETY,15,0,0,0,0,0,15,0,1,0,0,1,0,0,0,15,0,0,0,0,15
La Paz,Inquisivi,Inquisivi,CAPIÑATA,94,36,36,1,6,6,9,0,20,3,7,5,0,5,0,94,45,0,9,0,40
La Paz,Inquisivi,Inquisivi,ACOHOTA,54,44,1,0,1,4,3,1,19,0,5,14,0,0,0,54,23,0,0,0,31
La Paz,Inquisivi,Inquisivi,CHULLPANI,22,11,0,0,0,4,6,1,4,0,0,4,0,0,0,22,0,0,1,0,21
La Paz,Inquisivi,Inquisivi,CORACHAPI,47,38,1,0,0,1,7,0,14,0,3,11,0,0,0,47,1,0,4,0,42
La Paz,Inquisivi,Inquisivi,ESPALLUTA,34,0,29,0,0,5,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
La Paz,Inquisivi,Inquisivi,QUINCUSUYO,92,79,1,0,0,6,6,0,45,0,0,40,5,0,0,92,17,0,2,0,73
La Paz,Inquisivi,Inquisivi,UPUÑA,30,27,0,0,0,2,1,0,5,0,1,4,0,0,0,30,1,0,1,0,28
La Paz,Inquisivi,Inquisivi,TITIPACHA,43,36,3,0,0,0,4,0,4,0,0,4,0,0,0,43,1,1,4,0,37
La Paz,Inquisivi,Inquisivi,CHIJI,73,34,6,0,1,19,13,0,13,0,0,13,0,0,0,73,2,1,1,0,69
La Paz,Inquisivi,Inquisivi,CHALLVIRI,52,39,0,0,0,2,11,0,1,0,0,1,0,0,0,52,0,0,2,0,50
La Paz,Inquisivi,Inquisivi,CHILLCANI,60,37,3,0,1,5,14,0,3,0,0,3,0,0,0,60,0,0,15,0,45
La Paz,Inquisivi,Inquisivi,CHUALLANI,32,2,0,0,2,5,23,0,6,0,0,6,0,0,0,32,0,0,6,5,21
La Paz,Inquisivi,Inquisivi,FRUTILLANI,26,14,7,0,1,3,1,0,0,0,0,0,0,0,0,26,0,0,2,1,23
La Paz,Inquisivi,Inquisivi,LOCOTANI,57,39,0,0,0,6,12,0,44,0,2,42,0,0,0,57,0,0,1,0,56
La Paz,Inquisivi,Inquisivi,MACHACAMARCA,38,3,0,0,0,6,29,0,4,0,0,4,0,0,0,38,0,0,3,0,35
La Paz,Inquisivi,Inquisivi,TOTABA,30,23,0,0,0,0,7,0,24,0,4,20,0,0,0,30,0,0,4,0,26
La Paz,Inquisivi,Inquisivi,VENTILLA,39,13,13,0,0,13,0,0,4,0,1,3,0,0,0,39,0,0,2,0,37
La Paz,Inquisivi,Inquisivi,YACUPAMPA,45,33,3,0,0,0,9,0,12,0,1,11,0,0,0,45,0,0,2,0,43
La Paz,Inquisivi,Inquisivi,BAJA MINAS,18,18,0,0,0,0,0,0,5,0,0,5,0,0,0,18,0,2,6,0,10
La Paz,Inquisivi,Inquisivi,COPACABANA,40,37,0,0,0,0,3,0,17,0,1,16,0,0,0,40,0,2,30,0,8
La Paz,Inquisivi,Inquisivi,CORIMINAS,15,0,0,0,0,0,14,1,2,0,0,2,0,0,0,15,0,0,3,0,12
La Paz,Inquisivi,Inquisivi,QUILLIMPAMPA,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,6
La Paz,Inquisivi,Inquisivi,ESCOLA TUNASANI,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4
La Paz,Inquisivi,Inquisivi,OJO DE AGUA,4,1,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,4
La Paz,Inquisivi,Inquisivi,QUELLHUANI,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,5
La Paz,Inquisivi,Inquisivi,CALAJALIRI,55,1,0,0,0,9,45,0,1,0,1,0,0,0,0,55,20,0,6,0,29
La Paz,Inquisivi,Inquisivi,CHAPI MARCA,31,22,4,0,0,0,5,0,0,0,0,0,0,0,0,31,0,0,5,0,26
La Paz,Inquisivi,Inquisivi,PEROLANI,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,1,0,10
La Paz,Inquisivi,Inquisivi,PAROTANI,41,3,2,0,0,20,16,0,3,0,0,3,0,0,0,41,0,0,8,0,33
La Paz,Inquisivi,Inquisivi,SIGUAS,93,41,25,0,0,1,26,0,9,0,0,9,0,0,0,93,59,0,4,0,30
La Paz,Inquisivi,Inquisivi,ACHICALA,25,16,0,0,0,1,8,0,1,0,0,1,0,0,0,25,21,0,0,0,4
La Paz,Inquisivi,Inquisivi,ALFAR,33,3,2,0,0,23,5,0,1,0,0,1,0,0,0,33,21,0,1,0,11
La Paz,Inquisivi,Inquisivi,CHALLUMA,14,0,0,0,0,9,5,0,0,0,0,0,0,0,0,14,0,0,1,0,13
La Paz,Inquisivi,Inquisivi,CHIACARI,31,22,2,0,0,5,2,0,1,0,0,1,0,0,0,31,24,0,0,0,7
La Paz,Inquisivi,Inquisivi,PALLI PALLI,9,0,0,0,0,8,1,0,0,0,0,0,0,0,0,9,0,0,0,0,9
La Paz,Inquisivi,Inquisivi,POCUSCO,75,41,12,0,1,8,13,0,5,0,1,4,0,0,0,75,47,0,0,0,28
La Paz,Inquisivi,Inquisivi,THOLA LOMA,10,1,0,0,0,3,5,1,0,0,0,0,0,0,0,10,2,0,0,0,8
La Paz,Inquisivi,Inquisivi,TABLO HUMA,19,13,0,0,0,3,3,0,0,0,0,0,0,0,0,19,1,0,14,0,4
La Paz,Inquisivi,Inquisivi,TOTOR  PAMPA,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,5
La Paz,Inquisivi,Inquisivi,TWAYCHANI CHICO,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1
La Paz,Inquisivi,Inquisivi,WAYCHANI GRANDE,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,2,0,3
La Paz,Inquisivi,Inquisivi,COLLPA,37,13,0,0,0,3,21,0,2,0,0,1,0,1,0,37,21,0,0,0,16
La Paz,Inquisivi,Inquisivi,ALISCHORO,13,1,0,0,0,0,12,0,0,0,0,0,0,0,0,13,0,0,2,0,11
La Paz,Inquisivi,Inquisivi,CHAQUIRI,15,12,0,0,0,0,2,1,0,0,0,0,0,0,0,15,0,1,0,0,14
La Paz,Inquisivi,Inquisivi,COSCO,42,0,0,0,0,0,42,0,1,0,0,1,0,0,0,42,0,0,0,0,42
