Departamento,Provincia,Municipio,Ciudad / Comunidad,Total,0 años de edad,1 año de edad,2 años de edad,3 años de edad,4 años de edad,5 años de edad,6 años de edad,7 años de edad,8 años de edad,9 años de edad,10 años de edad,11 años de edad,12 años de edad,13 años de edad,14 años de edad,15 años de edad,16 años de edad,17 años de edad,18 años de edad,19 años de edad,20 a 24 años de edad,25 a 29 años de edad,30 a 34 años de edad,35 a 39 años de edad,40 a 44 años de edad,45 a 49 años de edad,50 a 54 años de edad,55 a 59 años de edad,60 a 64 años de edad,65 a 69 años de edad,70 a 74 años de edad,75 a 79 años de edad,80 a 84 años de edad,85 a 89 años de edad,90 a 94 años de edad,95 años y mas
La Paz,Pacajes,Caquiaviri,CHOJÑAPAMPA,132,0,4,2,5,1,6,2,4,1,2,4,3,3,2,4,6,0,3,1,2,6,10,10,10,4,7,6,5,8,2,3,2,1,3,0,0
La Paz,Pacajes,Caquiaviri,UMALA ALTA,23,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,2,6,0,3,1,0,1,0,0,0
La Paz,Pacajes,Caquiaviri,UMALA BAJA,63,0,0,1,0,2,0,1,1,2,3,1,1,1,1,0,0,4,1,1,1,1,0,4,6,4,3,6,4,5,3,4,0,1,0,1,0
La Paz,Pacajes,Caquiaviri,VICHAYA PRIMERO,46,0,0,1,0,0,0,1,0,0,0,3,0,1,0,1,1,3,1,1,0,0,1,0,1,3,6,4,6,2,3,1,4,2,0,0,0
La Paz,Pacajes,Caquiaviri,VICHAYA PRIMERA,107,2,2,4,1,0,2,1,3,1,5,0,1,3,2,1,2,4,3,1,0,7,11,13,9,5,7,4,2,4,1,1,4,0,1,0,0
La Paz,Pacajes,Caquiaviri,VICHAYA TERCERA,74,1,3,2,1,1,3,1,2,0,2,0,1,1,2,2,0,3,1,1,0,2,6,5,1,2,2,7,2,1,2,6,7,2,1,0,1
La Paz,Pacajes,Caquiaviri,VICHAYA,442,10,12,10,15,9,12,14,13,6,8,3,7,23,12,5,13,16,8,11,11,34,26,33,30,23,18,9,4,9,13,11,5,6,2,0,1
La Paz,Pacajes,Caquiaviri,JIRAPI BAJO,163,2,3,1,1,4,3,1,1,2,3,7,1,3,3,6,2,3,1,1,1,9,4,8,9,16,7,13,7,5,10,7,7,6,6,0,0
La Paz,Pacajes,Caquiaviri,JIRAPI CHICO,39,0,1,0,2,0,0,3,0,1,1,1,2,0,2,0,1,1,4,1,0,1,3,2,0,4,1,0,1,1,1,2,2,0,1,0,0
La Paz,Pacajes,Caquiaviri,VILLA ANTA ZONA BAJA,92,2,1,0,4,1,3,1,3,3,2,5,4,3,0,1,3,3,1,1,0,3,3,5,5,5,6,4,2,2,3,6,3,3,1,0,0
La Paz,Pacajes,Caquiaviri,ANTA ZONA CENTRO A,54,0,1,1,1,1,0,3,1,3,1,0,2,1,1,0,2,1,0,0,0,2,2,2,1,5,4,2,2,3,4,3,2,1,2,0,0
La Paz,Pacajes,Caquiaviri,VILLA ANTA,171,2,2,0,3,3,2,4,6,3,5,8,3,4,3,4,5,7,5,1,3,13,5,3,6,13,10,8,4,9,14,7,1,5,0,0,0
La Paz,Pacajes,Caquiaviri,VILLA ANTA,154,3,2,4,6,8,2,5,5,3,2,4,6,4,6,2,4,4,3,2,1,9,6,4,5,5,9,12,6,4,4,2,7,5,0,0,0
La Paz,Pacajes,Caquiaviri,JANKHO CALLANI,64,1,0,3,1,1,0,4,1,1,3,1,1,4,1,4,1,1,0,0,1,3,6,2,4,5,3,4,2,2,3,0,0,0,1,0,0
La Paz,Pacajes,Caquiaviri,CHUCANAQUI,187,1,3,4,2,6,3,3,5,3,4,5,3,10,7,6,3,7,6,5,2,8,6,4,8,11,16,5,3,15,10,6,6,0,1,0,0
La Paz,Pacajes,Caquiaviri,VILLA ANTA ZONA ALTA 1,104,0,2,1,4,3,1,2,3,4,4,5,2,6,1,1,3,1,2,1,2,10,4,2,1,10,1,4,2,8,4,6,2,1,1,0,0
La Paz,Pacajes,Caquiaviri,MACHACAMARCA,109,4,3,7,2,1,1,2,0,0,3,2,2,4,2,5,5,0,3,1,2,14,11,4,8,1,6,4,2,0,2,2,3,1,1,1,0
La Paz,Pacajes,Caquiaviri,TANCA TANCA CHALLUYO,46,1,1,1,0,3,0,0,1,0,1,0,0,0,0,1,1,0,2,3,1,5,5,0,0,2,2,2,1,4,3,2,2,0,1,1,0
La Paz,Pacajes,Caquiaviri,CHOCOROSI,139,1,4,4,4,3,2,3,3,2,5,4,2,5,1,2,4,4,2,2,0,14,5,9,6,8,4,4,2,7,9,4,2,4,2,1,1
La Paz,Pacajes,Caquiaviri,TIVIÑOSO,69,1,1,1,1,1,0,3,2,4,1,3,0,1,3,1,2,0,3,1,1,5,5,4,3,2,5,3,1,3,4,1,2,0,0,0,1
La Paz,Pacajes,Caquiaviri,GUANCO ALTA CALAPAILLO,258,2,4,6,5,3,3,3,4,1,4,7,7,6,6,4,3,2,3,8,4,18,19,13,11,16,18,17,7,13,11,12,9,7,1,1,0
La Paz,Pacajes,Caquiaviri,CHALULLO,98,2,3,3,1,4,3,4,1,2,1,2,2,1,1,3,1,0,4,2,1,7,4,7,3,8,3,2,6,3,3,2,3,2,4,0,0
La Paz,Pacajes,Caquiaviri,ANTAQUIRA,288,2,10,11,5,10,5,4,7,7,5,6,2,14,4,5,8,6,7,5,8,26,22,21,11,9,10,18,10,6,1,6,6,7,2,2,0
La Paz,Pacajes,Caquiaviri,MILLUNI,214,1,2,1,6,2,4,3,6,4,5,4,5,0,4,3,4,6,5,8,4,15,11,14,10,15,11,9,12,7,8,10,7,6,1,1,0
La Paz,Pacajes,Caquiaviri,MILLUNI LLAULLINCA,174,2,1,2,3,3,0,3,4,4,3,6,4,9,5,1,6,3,3,2,1,11,1,6,9,8,8,13,14,12,7,7,6,6,1,0,0
La Paz,Pacajes,Caquiaviri,PUJSANI,260,1,3,1,7,4,2,5,5,2,6,2,8,5,0,4,4,2,6,2,1,8,16,16,17,15,12,20,22,14,17,13,11,6,2,0,1
La Paz,Pacajes,Caquiaviri,LAURA LLOKO LLOKO,410,7,8,5,11,7,4,9,4,13,3,9,10,10,5,9,9,9,6,4,1,26,19,12,20,29,31,28,23,31,12,11,10,8,6,1,0
La Paz,Pacajes,Caquiaviri,AJNOCOLLO,237,4,3,3,2,3,2,3,4,1,4,6,3,3,4,7,5,5,0,7,3,16,16,17,10,14,15,19,12,17,16,6,6,1,0,0,0
La Paz,Pacajes,Caquiaviri,HUACUYO,54,1,0,2,1,0,2,0,1,2,0,1,0,1,1,1,1,0,0,0,0,6,2,2,1,1,2,5,5,5,0,1,4,2,3,0,1
La Paz,Pacajes,Caquiaviri,JISKA TINKACHI,36,0,0,0,0,1,0,1,0,0,0,1,2,1,1,0,0,1,0,1,0,1,0,0,1,2,2,4,3,4,6,0,2,2,0,0,0
La Paz,Pacajes,Caquiaviri,AYLLU CENTRAL TINKACHI,57,0,1,0,1,0,2,1,1,3,0,1,0,2,0,0,2,1,1,0,1,5,2,4,5,2,2,4,5,5,0,0,2,3,0,1,0
La Paz,Pacajes,Calacoto,CALACOTO,261,4,1,3,3,4,2,1,2,3,2,4,7,9,5,7,5,3,3,5,2,11,12,10,9,11,19,22,12,7,24,15,12,10,10,2,0
La Paz,Pacajes,Calacoto,ROMERO PAMPA,51,2,1,1,0,3,0,1,1,0,1,2,0,1,0,0,0,1,0,0,0,2,2,3,2,3,4,1,4,4,4,2,3,3,0,0,0
La Paz,Pacajes,Calacoto,WILLA COLLO,30,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,1,1,2,0,2,3,2,1,1,1,3,3,1,0,0,0,0
La Paz,Pacajes,Calacoto,PASANCUTA,50,1,1,0,0,0,1,1,1,1,1,2,1,0,0,0,0,1,0,0,0,3,3,2,4,3,2,2,4,3,6,4,0,0,2,1,0
La Paz,Pacajes,Calacoto,CHALLAWILLQUI,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
La Paz,Pacajes,Calacoto,COPACATI,229,4,4,3,3,3,3,4,5,7,5,4,3,5,3,11,2,3,2,2,1,15,6,8,18,7,8,9,18,16,20,3,4,10,6,2,2
La Paz,Pacajes,Calacoto,SORA LUPIRANA,76,1,1,0,2,0,1,0,2,0,0,1,1,1,0,2,2,0,4,0,2,3,1,7,0,2,7,6,1,4,8,7,4,5,0,1,0
La Paz,Pacajes,Calacoto,NINOCA CHICO,229,1,7,2,3,3,1,2,4,7,2,5,3,1,7,4,3,3,4,3,4,18,11,13,11,12,23,14,10,7,13,10,14,3,1,0,0
La Paz,Pacajes,Calacoto,JUNUTA CONDOROCA,878,8,20,11,15,13,15,18,15,12,14,6,13,22,11,10,17,13,15,15,14,54,59,39,35,53,51,55,49,40,32,31,40,38,19,2,4
La Paz,Pacajes,Calacoto,CALAHUANCANI,38,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,3,2,1,2,2,1,3,0,7,1,2,3,2,1,0,0,2,0
La Paz,Pacajes,Calacoto,SORA,290,2,2,3,6,6,4,4,4,6,4,4,3,2,5,9,3,1,2,0,2,18,13,13,15,21,18,23,26,20,13,9,10,11,7,1,0
La Paz,Pacajes,Calacoto,TICAPAMPA,108,0,1,2,2,0,3,0,3,2,0,2,2,2,0,3,2,1,0,3,0,8,5,4,3,3,2,9,5,10,9,12,3,4,2,0,1
La Paz,Pacajes,Calacoto,TOTORPATA,33,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,3,1,0,1,0,0,4,0,4,1,0,2,0,3,1,6,3,0,0,0,0
La Paz,Pacajes,Calacoto,TOTORANI,34,0,1,1,2,0,0,2,0,2,1,1,0,2,1,2,0,1,0,0,0,2,0,1,0,0,2,0,3,3,1,2,0,2,1,1,0
La Paz,Pacajes,Calacoto,WICHUCOLLO,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,2,1,0,1,0,0,1,0
La Paz,Pacajes,Calacoto,VILLA BELEN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
La Paz,Pacajes,Calacoto,TACAGUA,495,5,2,6,7,7,2,6,3,6,7,8,11,9,6,10,11,9,8,5,11,29,30,29,34,37,38,28,25,24,26,21,14,9,9,2,1
La Paz,Pacajes,Calacoto,TANAPACA,881,12,10,15,15,23,21,15,15,19,15,18,12,20,25,10,13,18,27,18,7,66,53,59,51,52,46,46,44,35,37,22,22,13,3,3,1
La Paz,Pacajes,Calacoto,TACAGUA YUNGUYO,54,1,0,0,0,1,0,0,0,0,2,1,0,0,0,2,2,1,1,1,0,3,2,1,3,8,3,3,0,6,2,5,4,0,0,1,1
La Paz,Pacajes,Calacoto,ULLOMA,522,11,4,8,5,9,8,9,6,10,10,11,9,11,13,9,17,17,10,11,4,44,38,31,49,24,29,23,21,23,17,8,8,9,5,1,0
La Paz,Pacajes,Calacoto,LAGUNA BLANCA,339,5,4,6,0,7,0,5,2,8,3,4,11,5,8,8,3,9,7,12,3,35,24,29,26,11,25,13,18,16,9,5,6,5,6,0,1
La Paz,Pacajes,Calacoto,COLLANA B,208,6,0,7,4,5,3,6,4,1,6,0,7,6,3,1,2,6,3,5,3,16,5,11,7,8,8,18,10,12,9,7,8,5,3,3,0
La Paz,Pacajes,Calacoto,PAHAZA,779,5,6,8,8,12,17,6,10,17,9,18,9,14,19,14,5,6,7,9,5,40,31,33,48,34,43,50,55,54,59,34,30,27,29,6,2
La Paz,Pacajes,Calacoto,HUALLATOCO,73,0,2,2,0,2,1,0,1,2,2,2,6,1,1,4,1,4,2,0,2,2,8,4,3,1,6,7,1,1,0,2,1,2,0,0,0
La Paz,Pacajes,Calacoto,SIQUI,965,13,15,15,15,24,24,26,17,18,25,30,19,27,26,21,26,19,11,17,14,55,49,47,48,58,60,45,39,41,41,28,20,19,10,1,2
La Paz,Pacajes,Calacoto,CHACOLLA,828,9,18,10,14,9,13,11,17,11,14,19,12,28,7,15,19,15,19,21,10,76,58,52,47,48,50,39,28,43,20,23,18,20,7,6,2
La Paz,Pacajes,Calacoto,TUPALTUPA,51,1,1,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,3,3,5,1,3,3,5,4,3,3,2,1,1,2,0,3,0
La Paz,Pacajes,Calacoto,COLLANA A,527,11,5,5,5,14,4,7,4,11,12,5,10,12,8,7,5,7,11,6,7,47,29,32,31,20,20,40,35,36,26,20,14,12,4,2,3
La Paz,Pacajes,Calacoto,COLLANA BAJA,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
La Paz,Pacajes,Calacoto,VILLA EXALTACION,53,1,0,1,0,1,0,2,1,0,1,1,1,2,2,0,0,2,1,1,1,3,2,3,0,6,4,2,2,2,3,3,4,0,1,0,0
La Paz,Pacajes,Calacoto,JAMACHUMA,43,0,1,0,1,0,2,2,1,2,0,2,1,0,1,1,0,0,1,0,0,2,2,3,3,3,1,1,2,4,1,2,3,0,1,0,0
La Paz,Pacajes,Calacoto,VILLA REMEDIOS,86,0,2,0,3,0,2,0,3,0,1,1,2,2,2,2,1,1,0,0,1,3,2,4,3,4,5,7,7,9,4,5,1,3,6,0,0
La Paz,Pacajes,Calacoto,VILLA BELEN,20,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,1,2,0,1,0,3,2,0,0,0,0
La Paz,Pacajes,Calacoto,VILLA PATA,19,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,1,0,1,2,1,3,3,0,0
La Paz,Pacajes,Calacoto,MAX TOLEDO,47,1,0,1,1,1,3,1,0,0,2,0,0,0,0,1,1,0,0,2,0,3,2,4,5,3,0,5,1,2,1,4,1,2,0,0,0
La Paz,Pacajes,Calacoto,TARACOLLO CONDORACA,810,9,10,11,8,18,5,19,11,14,10,17,18,24,14,13,13,13,18,16,8,61,55,55,43,38,45,51,30,55,36,34,11,17,6,3,1
La Paz,Pacajes,Calacoto,PICHACA,734,11,13,10,12,16,13,15,14,11,13,20,12,20,12,13,13,16,15,16,7,63,46,47,39,47,37,29,28,27,32,25,14,18,3,2,5
La Paz,Pacajes,Calacoto,CHUÑAVI,18,0,0,0,1,0,0,1,0,0,0,1,0,2,1,0,0,1,0,0,0,1,1,1,1,0,2,0,0,1,2,1,1,0,0,0,0
La Paz,Pacajes,Comanche,BERENGUELA,72,1,1,0,1,4,0,5,1,2,3,4,0,1,3,0,5,0,1,0,0,1,4,4,3,3,4,6,2,6,1,0,2,1,1,0,2
La Paz,Pacajes,Comanche,HUAKALLAYA,232,1,5,3,2,6,3,6,4,5,4,5,3,5,3,5,2,2,4,5,6,10,9,10,8,15,15,12,21,16,11,10,5,6,1,3,1
La Paz,Pacajes,Comanche,COMANCHE CHICO,101,1,0,1,2,2,0,1,0,4,1,5,1,3,4,7,4,3,0,2,2,2,2,3,5,6,4,8,9,3,5,6,4,0,1,0,0
La Paz,Pacajes,Comanche,KELLA KELLA ALTA,346,4,3,6,6,5,6,8,4,6,10,9,8,10,9,7,14,7,5,10,5,36,10,17,15,20,20,15,17,14,18,11,2,3,4,1,1
La Paz,Pacajes,Comanche,SAN PABLO DE NINA MARKA,77,0,0,2,1,0,0,2,2,5,2,0,2,2,5,1,2,1,3,1,1,4,2,5,2,4,6,5,2,3,3,4,3,1,1,0,0
La Paz,Pacajes,Comanche,VISCACHANI,80,1,1,3,1,0,2,1,3,3,1,3,0,3,2,2,1,2,2,2,0,7,3,6,6,4,1,6,0,3,2,3,1,4,0,1,0
La Paz,Pacajes,Comanche,CALA PAILLU,95,1,2,2,1,2,1,2,1,1,3,2,1,2,3,4,4,3,5,0,1,6,3,6,10,5,9,2,4,0,2,4,0,1,1,1,0
La Paz,Pacajes,Comanche,BOTIJLACA,129,3,4,1,3,2,1,0,3,4,2,1,7,3,3,0,3,3,3,1,0,10,4,9,5,7,5,12,7,3,7,4,4,5,0,0,0
La Paz,Pacajes,Comanche,PALCOMA CENTRO,156,0,3,5,5,3,2,3,8,4,6,2,3,6,4,3,2,4,0,2,4,5,9,7,6,5,13,11,8,5,7,8,1,2,0,0,0
La Paz,Pacajes,Comanche,PARCO,70,0,2,1,3,1,1,1,0,0,3,0,1,5,0,1,0,0,1,0,2,6,2,3,5,2,0,5,1,7,3,7,4,2,1,0,0
La Paz,Pacajes,Comanche,TULI CHICO,60,0,1,1,0,1,0,0,1,1,1,1,1,2,1,3,3,1,2,0,0,0,1,2,2,4,3,5,2,6,4,8,3,0,0,0,0
La Paz,Pacajes,Comanche,COMANCHE,492,7,15,17,12,14,7,8,12,12,15,7,15,19,12,7,7,11,12,7,10,26,31,40,32,24,18,18,19,20,11,8,13,2,2,0,2
La Paz,Pacajes,Comanche,HUANACOLLO,129,2,3,2,0,4,3,2,3,1,4,4,4,2,4,5,8,2,3,4,1,7,8,3,5,5,7,7,6,8,3,2,5,2,0,0,0
La Paz,Pacajes,Comanche,PACOTA,107,1,0,0,3,0,1,1,1,1,2,2,2,3,1,1,6,2,3,2,1,12,8,7,7,6,8,5,3,6,4,4,2,2,0,0,0
La Paz,Pacajes,Comanche,PALCOMA ALTA,224,2,3,8,3,3,5,3,5,5,4,4,2,2,8,5,5,5,2,5,2,14,8,10,7,11,16,16,17,9,11,4,6,6,6,0,2
La Paz,Pacajes,Comanche,PORVENIR,72,1,0,1,1,0,0,1,2,1,0,1,2,2,2,2,0,0,1,2,1,2,3,5,2,3,6,4,8,8,7,2,0,1,0,1,0
La Paz,Pacajes,Comanche,CALLA ARRIBA TURRINI,32,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,2,3,0,0,0,2,1,3,1,3,5,2,2,0,2,0,0,0,0,0,0
La Paz,Pacajes,Comanche,JATUTA CALLA,26,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,2,3,0,1,3,2,1,1,1,1,0,0,0
La Paz,Pacajes,Comanche,GENERAL JOSE BALLIVIAN,29,1,0,0,0,0,0,0,1,0,2,1,0,2,1,0,2,0,1,0,0,1,1,3,2,2,0,2,0,2,3,1,1,0,0,0,0
La Paz,Pacajes,Comanche,CHACO ARRIBA,27,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,4,0,0,0,1,4,4,1,1,2,0,0,0,1,0,0
La Paz,Pacajes,Comanche,PALCOMA BAJA,127,2,2,3,2,1,5,3,2,2,2,1,3,3,2,1,1,1,1,4,1,8,9,7,6,3,13,9,5,7,8,2,4,3,1,0,0
La Paz,Pacajes,Comanche,COLLANA TIJI,54,2,0,1,2,0,1,0,1,0,0,1,1,3,1,1,1,1,2,0,1,3,3,1,1,6,1,3,2,3,2,4,2,4,0,0,0
La Paz,Pacajes,Comanche,ROSAS PATA MARKA TULI,88,4,0,0,4,3,0,2,4,2,2,5,2,3,1,0,3,2,0,0,1,3,0,3,6,4,4,5,5,7,2,3,2,4,2,0,0
La Paz,Pacajes,Comanche,HUALLATIRI,62,1,1,2,0,1,0,1,0,1,0,0,1,3,0,3,2,1,0,2,1,4,7,1,3,3,2,5,3,5,5,2,1,1,0,0,0
La Paz,Pacajes,Comanche,SALVIANI,77,2,0,2,1,0,0,1,0,1,1,3,4,2,0,0,4,2,1,0,1,2,2,4,3,5,3,5,7,3,6,7,4,1,0,0,0
La Paz,Pacajes,Comanche,VILLA EL CARMEN,112,0,2,0,1,0,3,2,3,2,3,2,2,4,3,2,5,2,2,1,2,2,3,4,6,6,10,7,6,5,7,5,5,2,1,2,0
La Paz,Pacajes,Comanche,ANTARANI,169,7,5,5,3,2,3,2,5,4,5,2,0,9,3,3,1,4,5,4,4,12,8,6,7,9,9,7,6,8,7,6,2,3,1,1,1
La Paz,Pacajes,Comanche,SUNIMURO,165,2,0,4,1,1,0,5,2,5,4,7,0,4,4,1,5,4,2,4,2,6,8,5,3,9,18,12,6,7,11,9,7,4,1,1,1
La Paz,Pacajes,Comanche,JALANTANI,279,2,6,4,4,9,6,5,8,4,7,5,5,8,3,7,5,6,3,4,5,17,9,16,13,19,17,12,12,15,17,13,7,4,2,0,0
La Paz,Pacajes,Comanche,CHIACATA,162,3,0,3,3,1,3,1,3,2,1,6,1,4,5,3,1,3,3,1,0,5,3,6,8,9,8,13,22,11,10,5,3,7,1,2,2
La Paz,Pacajes,Comanche,TOCOPILLA YO,29,0,1,1,1,0,1,0,2,0,0,0,0,0,1,0,1,2,2,0,0,4,0,1,4,0,0,2,0,0,1,1,2,1,0,1,0
La Paz,Pacajes,Charaña,CHARAÑA,1 742,24,28,30,41,32,31,26,26,44,30,37,27,47,30,31,41,32,31,32,26,152,138,105,118,97,78,88,85,83,59,33,21,23,9,6,1
La Paz,Pacajes,Charaña,TARACOLLO CONDOROCA,357,4,4,6,6,7,4,8,6,9,6,17,3,12,8,6,11,6,5,8,7,25,25,26,18,23,19,11,16,13,9,10,10,3,2,3,1
La Paz,Pacajes,Charaña,COPACATI,116,1,3,2,4,6,3,0,4,3,1,1,1,1,1,3,1,0,0,0,1,11,6,9,7,5,6,6,9,6,3,2,3,3,3,0,1
La Paz,Pacajes,Charaña,GENERAL PEREZ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
La Paz,Pacajes,Charaña,PAHAZA,342,4,3,9,10,10,2,9,12,8,5,8,7,5,3,3,4,10,6,5,8,18,30,22,17,23,20,19,12,18,7,7,8,4,5,1,0
La Paz,Pacajes,Charaña,TARACOLLO CONDOROCA,32,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,4,1,0,1,3,1,1,2,5,5,1,3,0,1,0,0,0,0,0,0
La Paz,Pacajes,Charaña,ZONA CENTRO IÑOCA,63,0,0,1,2,2,2,0,1,2,0,3,1,4,0,1,1,1,1,1,1,6,4,6,4,4,2,3,2,3,1,1,1,2,0,0,0
La Paz,Pacajes,Charaña,ZONA KAPARUMIRI,109,0,1,0,1,0,2,2,1,4,1,3,3,4,1,5,2,2,1,3,1,7,5,4,9,7,12,7,3,2,3,1,8,2,2,0,0
La Paz,Pacajes,Charaña,ZONA ROSA PATA,149,3,3,3,5,3,1,3,2,6,4,3,1,2,1,2,1,2,3,4,3,18,12,9,7,10,3,6,7,8,3,3,3,4,1,0,0
La Paz,Pacajes,Charaña,PICAÑANI,32,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,3,2,1,1,1,3,2,3,2,3,1,2,1,0,1,0
La Paz,Pacajes,Charaña,SIKI,224,0,4,5,4,5,2,3,5,6,2,10,2,6,2,3,7,3,4,0,0,18,14,14,10,10,10,10,13,15,12,8,4,8,4,0,1
La Paz,Pacajes,Charaña,PASTO GRANDE,31,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,5,1,1,4,2,0,3,1,3,1,0,2,0,0,0
La Paz,Pacajes,Charaña,COBRE VILLA,44,1,0,0,0,2,0,2,0,1,2,0,2,1,1,0,0,0,0,1,0,2,3,1,0,1,6,2,2,1,5,6,1,1,0,0,0
La Paz,Pacajes,Waldo Ballivián,TAYPUMA CENTRO,911,13,18,17,22,12,12,22,15,26,12,20,11,33,10,21,26,26,26,22,27,102,91,61,55,52,30,29,28,27,17,13,6,6,2,0,1
La Paz,Pacajes,Waldo Ballivián,VILOCO,606,8,11,19,11,11,8,5,14,11,9,14,11,12,16,12,23,22,13,21,14,63,49,45,34,37,23,17,26,29,5,7,1,2,3,0,0
La Paz,Pacajes,Waldo Ballivián,POKE,831,20,12,18,26,23,19,20,17,24,15,37,14,27,16,28,23,17,22,17,9,86,63,66,40,40,35,24,20,23,11,9,2,3,4,0,1
La Paz,Pacajes,Waldo Ballivián,TUMARAPI,2 026,36,47,50,35,40,47,34,39,43,52,70,44,66,54,45,83,62,50,79,36,208,169,149,111,98,90,41,36,29,27,22,16,7,8,3,0
La Paz,Pacajes,Waldo Ballivián,VILLA VILUYO,542,13,6,12,7,19,8,15,14,16,5,20,8,27,9,13,15,15,18,6,9,37,35,53,42,28,20,21,11,8,9,4,9,6,1,3,0
La Paz,Pacajes,Waldo Ballivián,MALLKU ORIGINARIO TAYPUMA CENTRO,153,2,4,2,3,3,2,3,4,2,0,6,1,5,3,2,4,1,2,3,5,11,11,10,13,12,10,7,5,3,1,3,0,3,1,5,1
La Paz,Pacajes,Nazacara de Pacajes,NAZACARA,382,4,7,5,9,7,3,8,5,10,5,6,8,6,2,2,5,6,7,9,17,42,28,26,20,22,22,22,15,17,13,7,7,2,4,2,2
La Paz,Pacajes,Nazacara de Pacajes,MAPA CHICO,237,2,6,8,7,2,4,2,3,2,3,5,5,9,7,5,5,9,7,6,5,19,17,13,14,15,11,12,13,5,5,2,6,1,1,1,0
La Paz,Pacajes,Callapa,CONDO DE LA BANDA,611,7,8,10,11,11,9,7,15,7,7,16,11,9,8,14,19,8,9,5,5,30,33,38,36,38,34,37,41,21,35,27,20,15,6,4,0
La Paz,Pacajes,Callapa,ILATA GRANDE,17,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,2,1,2,1,1,0,0,0,0,0,0
La Paz,Pacajes,Callapa,GUANA CHICO,270,2,4,8,2,3,2,7,3,5,4,5,6,7,6,5,2,3,4,4,2,12,20,17,16,19,16,20,8,20,14,8,5,6,2,3,0
La Paz,Pacajes,Callapa,CHUCA,350,4,1,3,8,5,3,2,6,10,2,6,6,9,5,7,2,6,6,5,4,14,14,16,20,18,22,26,34,26,21,11,10,11,5,1,1
La Paz,Pacajes,Callapa,CONDO,785,9,11,13,11,12,10,10,13,17,10,12,13,10,10,12,14,21,9,14,10,34,32,50,38,46,37,59,43,63,48,26,26,27,12,2,1
La Paz,Pacajes,Callapa,GUANA GRANDE,1 152,6,14,22,12,29,16,13,20,18,21,14,25,28,15,24,24,22,17,13,13,52,58,48,58,62,60,88,61,87,67,49,45,28,18,5,0
La Paz,Pacajes,Callapa,CALLAPA,21,1,1,1,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,0,1,1,0,3,2,0,0,0
La Paz,Pacajes,Callapa,IMAÑUTA,118,1,3,0,1,2,1,0,4,6,2,2,1,1,3,2,0,4,3,1,3,6,9,5,4,5,7,9,6,12,7,3,1,4,0,0,0
La Paz,Pacajes,Callapa,SANTIAGO DE CALLAPA,280,2,2,4,6,3,4,1,5,4,2,4,5,5,3,3,5,2,2,2,0,14,13,19,14,17,13,23,27,13,22,13,12,9,5,1,1
La Paz,Pacajes,Callapa,YARIBAY,608,8,4,7,14,10,7,17,11,13,12,16,11,13,9,9,16,12,15,10,9,35,41,30,32,28,29,32,26,47,31,22,16,8,6,2,0
La Paz,Pacajes,Callapa,VILLA MERCEDES,122,0,2,3,3,1,3,1,2,2,2,2,3,2,1,3,1,5,4,2,2,11,5,5,5,8,9,8,7,8,4,2,2,2,2,0,0
La Paz,Pacajes,Callapa,CALTECA,293,4,6,2,6,7,5,6,6,7,7,5,9,11,8,6,9,5,4,5,3,11,20,18,14,19,10,19,12,12,12,9,10,2,3,0,1
La Paz,Pacajes,Callapa,MARCOMA,149,5,1,3,3,1,5,3,3,5,3,7,2,4,1,4,2,3,3,2,3,6,9,9,5,7,7,8,6,9,6,5,5,4,0,0,0
